Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
HSDL1	ENST00000219439.4	hydroxysteroid dehydrogenase like 1 	699	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0312	0.1939	0.6731	-0.41	-0.42	< 0.1	NULL
PPP2R2A	ENST00000380737.3	protein phosphatase 2, regulatory subunit B, alpha 	236	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0500	0.2815	0.7618	-0.41	-0.41	0.50	NULL
SSX4	ENST00000376886.2	synovial sarcoma, X breakpoint 4 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0319	0.1956	0.6425	-0.41	-0.41	< 0.1	NULL
SSX4B	ENST00000376884.2	synovial sarcoma, X breakpoint 4B 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0318	0.1952	0.6412	-0.41	-0.41	< 0.1	NULL
TMPRSS4	ENST00000534111.1	transmembrane protease, serine 4 	5	0	0	0	0	1	1	0	0	2	hsa-miR-199a-3p	0.0233	0.1618	0.8656	-0.41	-0.41	< 0.1	NULL
PLEKHA3	ENST00000234453.5	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3 	767	1	1	0	0	0	0	0	0	1	hsa-miR-199a-3p	0.0170	0.1146	0.5190	-0.41	-0.46	0.84	NULL
TRAPPC3L	ENST00000356128.4	trafficking protein particle complex 3-like 	5	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0176	0.1192	0.5529	-0.41	-0.41	< 0.1	NULL
NSUN7	ENST00000316607.5	NOP2/Sun domain family, member 7 	9	0	0	0	0	2	1	0	1	0	hsa-miR-199a-3p	0.0115	0.0811	0.4530	-0.41	-0.41	< 0.1	NULL
RAB6C	ENST00000410061.2	RAB6C, member RAS oncogene family 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0393	0.2358	0.7572	-0.41	-0.41	< 0.1	NULL
SLC39A10	ENST00000409086.3	solute carrier family 39 (zinc transporter), member 10 	511	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0507	0.2855	0.7831	-0.40	-0.40	0.56	NULL
GNPTAB	ENST00000299314.7	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits 	82	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0438	0.2670	0.9526	-0.40	-0.44	< 0.1	NULL
NID2	ENST00000216286.5	nidogen 2 (osteonidogen) 	4292	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0543	0.3014	0.8094	-0.40	-0.40	0.60	NULL
SSX7	ENST00000298181.5	synovial sarcoma, X breakpoint 7 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0279	0.1751	0.6101	-0.40	-0.40	< 0.1	NULL
SEPT14	ENST00000388975.3	septin 14 	5	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0281	0.1841	0.7799	-0.40	-0.40	< 0.1	NULL
PRKCE	ENST00000306156.3	protein kinase C, epsilon 	164	1	0	1	0	1	0	1	0	0	hsa-miR-199a-3p	0.0477	0.3106	1.2562	-0.40	-0.40	0.57	NULL
ESRP1	ENST00000358397.5	epithelial splicing regulatory protein 1 	74	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0396	0.2356	0.7260	-0.40	-0.40	< 0.1	NULL
MARC1	ENST00000366910.5	mitochondrial amidoxime reducing component 1 	1613	0	0	0	0	2	1	1	0	0	hsa-miR-199a-3p	0.0282	0.1796	0.6811	-0.40	-0.42	< 0.1	NULL
SSX3	ENST00000298396.2	synovial sarcoma, X breakpoint 3 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0252	0.1601	0.5842	-0.40	-0.40	< 0.1	NULL
TMEM106B	ENST00000396667.3	transmembrane protein 106B 	615	1	1	0	0	2	0	1	1	0	hsa-miR-199a-3p	0.0179	0.1227	0.5979	-0.39	-0.70	< 0.1	NULL
DPAGT1	ENST00000409993.2	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase) 	936	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0238	0.1532	0.5809	-0.39	-0.39	< 0.1	NULL
C10orf2	ENST00000370228.1	chromosome 10 open reading frame 2 	17	0	0	0	0	2	1	1	0	0	hsa-miR-199a-3p	0.0231	0.1487	0.5659	-0.39	-0.39	< 0.1	NULL
DOLPP1	ENST00000540102.1	dolichyldiphosphatase 1 	963	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0202	0.1327	0.5427	-0.39	-0.39	< 0.1	NULL
GAN	ENST00000568107.2	gigaxonin 	185	3	1	2	0	0	0	0	0	1	hsa-miR-199a-3p	0.0804	0.4982	1.8091	-0.39	-0.51	0.82	NULL
RAB6A	ENST00000310653.6	RAB6A, member RAS oncogene family 	9	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0310	0.1948	0.7054	-0.39	-0.39	< 0.1	NULL
TMEM62	ENST00000260403.2	transmembrane protein 62 	9	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0202	0.1342	0.5855	-0.39	-0.39	0.63	NULL
RABGAP1	ENST00000373647.4	RAB GTPase activating protein 1 	514	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0518	0.3114	1.0644	-0.39	-0.39	0.47	NULL
CPEB4	ENST00000265085.5	cytoplasmic polyadenylation element binding protein 4 	472	1	1	0	0	0	0	0	0	2	hsa-miR-199a-3p	0.0530	0.3274	1.2709	-0.39	-0.39	0.52	NULL
C1orf21	ENST00000235307.6	chromosome 1 open reading frame 21 	935	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0312	0.1932	0.6543	-0.39	-0.39	0.86	NULL
ACVR2A	ENST00000241416.7	activin A receptor, type IIA 	109	2	0	2	0	0	0	0	0	0	hsa-miR-199a-3p	0.0303	0.1886	0.6468	-0.39	-0.63	0.91	NULL
FOXQ1	ENST00000296839.2	forkhead box Q1 	181	1	0	1	0	0	0	0	0	1	hsa-miR-199a-3p	0.0465	0.2828	1.0031	-0.38	-0.39	0.53	NULL
STRIP2	ENST00000249344.2	striatin interacting protein 2 	87	1	1	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0297	0.2025	0.9810	-0.38	-0.52	0.64	NULL
RB1	ENST00000267163.4	retinoblastoma 1 	1891	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0815	0.4216	1.1340	-0.38	-0.38	0.75	NULL
CCDC85C	ENST00000380243.4	coiled-coil domain containing 85C 	86	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0866	0.3836	0.7162	-0.38	-0.47	0.88	NULL
FAM84B	ENST00000304916.3	family with sequence similarity 84, member B 	45	0	0	0	0	2	0	2	0	0	hsa-miR-199a-3p	0.0466	0.3031	1.2252	-0.38	-0.38	< 0.1	NULL
SMR3A	ENST00000226460.4	submaxillary gland androgen regulated protein 3A 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0131	0.0899	0.4407	-0.38	-0.38	< 0.1	NULL
GCNT2	ENST00000316170.3	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group) 	651	1	0	1	0	1	0	0	1	0	hsa-miR-199a-3p	0.0443	0.2883	1.2070	-0.38	-0.38	0.64	NULL
MB21D2	ENST00000392452.2	Mab-21 domain containing 2 	48	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0120	0.0846	0.4816	-0.38	-0.38	< 0.1	NULL
ALX4	ENST00000329255.3	ALX homeobox 4 	52	1	1	0	0	0	0	0	0	1	hsa-miR-199a-3p	0.0851	0.4135	0.9081	-0.38	-0.38	0.88	NULL
TSPAN3	ENST00000267970.4	tetraspanin 3 	9328	1	0	1	0	1	1	0	0	0	hsa-miR-199a-3p	0.0153	0.1030	0.4619	-0.38	-0.57	0.88	NULL
NFIA	ENST00000403491.3	nuclear factor I/A 	5	2	0	1	1	1	0	1	0	0	hsa-miR-199a-3p	0.0356	0.2439	1.1909	-0.38	-0.38	0.92	NULL
SSX1	ENST00000376919.3	synovial sarcoma, X breakpoint 1 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0225	0.1478	0.6145	-0.38	-0.38	< 0.1	NULL
VMA21	ENST00000330374.6	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae) 	2162	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0255	0.1678	0.7198	-0.38	-0.39	< 0.1	NULL
KATNBL1	ENST00000256544.3	katanin p80 subunit B-like 1 	105	2	1	1	0	2	0	0	2	0	hsa-miR-199a-3p	0.0337	0.2030	0.6900	-0.37	-0.94	0.79	NULL
SLC24A2	ENST00000341998.2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2 	5	1	1	0	0	3	0	1	2	0	hsa-miR-199a-3p	0.0633	0.4027	1.6414	-0.37	-0.37	0.39	NULL
RABGGTB	ENST00000319942.3	Rab geranylgeranyltransferase, beta subunit 	1644	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0181	0.1201	0.5021	-0.37	-0.37	< 0.1	NULL
MTRNR2L6	ENST00000604952.1	MT-RNR2-like 6 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0096	0.0670	0.3468	-0.37	-0.37	< 0.1	NULL
TAB2	ENST00000367456.1	TGF-beta activated kinase 1/MAP3K7 binding protein 2 	1129	1	1	0	0	0	0	0	0	1	hsa-miR-199a-3p	0.0567	0.3237	0.9914	-0.37	-0.37	0.48	NULL
ANKRD42	ENST00000393389.3	ankyrin repeat domain 42 	224	0	0	0	0	3	0	1	2	0	hsa-miR-199a-3p	0.0116	0.0833	0.5016	-0.37	-0.37	< 0.1	NULL
CHAD	ENST00000258969.4	chondroadherin 	5	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0214	0.1389	0.5433	-0.37	-0.37	0.81	NULL
SEMA3A	ENST00000265362.4	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A 	162	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0596	0.3156	0.7977	-0.36	-0.41	0.87	NULL
APLP2	ENST00000263574.5	amyloid beta (A4) precursor-like protein 2 	5552	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0340	0.2128	0.7818	-0.36	-0.36	0.67	NULL
DIMT1	ENST00000199320.4	DIM1 dimethyladenosine transferase 1 homolog (S. cerevisiae) 	481	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0168	0.1130	0.5028	-0.36	-0.38	< 0.1	NULL
FAM46D	ENST00000538312.1	family with sequence similarity 46, member D 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0264	0.1712	0.6883	-0.36	-0.36	< 0.1	NULL
SSX2B	ENST00000276049.6	synovial sarcoma, X breakpoint 2B 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0255	0.1619	0.5880	-0.36	-0.36	< 0.1	NULL
SSX2	ENST00000336777.5	synovial sarcoma, X breakpoint 2 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0254	0.1616	0.5869	-0.36	-0.36	< 0.1	NULL
BRCA1	ENST00000468300.1	breast cancer 1, early onset 	396	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0178	0.1263	0.7279	-0.36	-0.36	< 0.1	NULL
PYHIN1	ENST00000368140.1	pyrin and HIN domain family, member 1 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0168	0.1144	0.5445	-0.36	-0.36	< 0.1	NULL
YAP1	ENST00000282441.5	Yes-associated protein 1 	1175	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0313	0.1930	0.6437	-0.36	-0.36	0.60	NULL
MBL2	ENST00000373968.3	mannose-binding lectin (protein C) 2, soluble 	5	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0483	0.2912	1.0207	-0.36	-0.36	< 0.1	NULL
RAPGEF4	ENST00000409036.1	Rap guanine nucleotide exchange factor (GEF) 4 	60	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0285	0.1790	0.6362	-0.35	-0.35	< 0.1	NULL
SMR3B	ENST00000304915.3	submaxillary gland androgen regulated protein 3B 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0152	0.1025	0.4577	-0.35	-0.35	< 0.1	NULL
SC5D	ENST00000264027.4	sterol-C5-desaturase 	1299	0	0	0	0	2	1	1	0	0	hsa-miR-199a-3p	0.0097	0.0693	0.4134	-0.35	-0.38	< 0.1	NULL
CXXC5	ENST00000302517.3	CXXC finger protein 5 	1285	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0159	0.1063	0.4632	-0.35	-0.37	0.70	NULL
ACOX1	ENST00000293217.5	acyl-CoA oxidase 1, palmitoyl 	287	1	1	0	0	1	0	0	1	2	hsa-miR-199a-3p	0.0327	0.2079	0.8200	-0.35	-0.43	< 0.1	NULL
SLC20A2	ENST00000342228.3	solute carrier family 20 (phosphate transporter), member 2 	1188	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0265	0.1688	0.6281	-0.35	-0.35	0.48	NULL
ZP1	ENST00000278853.5	zona pellucida glycoprotein 1 (sperm receptor) 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0103	0.0722	0.3862	-0.35	-0.35	< 0.1	NULL
NET1	ENST00000355029.4	neuroepithelial cell transforming 1 	73	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0656	0.3246	0.6970	-0.35	-0.42	0.74	NULL
SRR	ENST00000344595.5	serine racemase 	95	1	0	1	0	1	0	0	1	0	hsa-miR-199a-3p	0.0194	0.1340	0.6919	-0.35	-0.35	< 0.1	NULL
VLDLR	ENST00000382100.3	very low density lipoprotein receptor 	977	1	0	1	0	2	1	0	1	0	hsa-miR-199a-3p	0.0405	0.2495	0.8939	-0.35	-0.50	0.81	NULL
POU4F1	ENST00000377208.5	POU class 4 homeobox 1 	61	0	0	0	0	1	1	0	0	2	hsa-miR-199a-3p	0.0276	0.1778	0.7039	-0.35	-0.36	< 0.1	NULL
PVRL3	ENST00000319792.3	poliovirus receptor-related 3 	361	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0584	0.3213	0.8825	-0.35	-0.35	0.85	NULL
NEDD4	ENST00000338963.2	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase 	289	1	1	0	0	0	0	0	0	1	hsa-miR-199a-3p	0.0411	0.2530	0.9105	-0.35	-0.35	0.87	NULL
PTPRZ1	ENST00000393386.2	protein tyrosine phosphatase, receptor-type, Z polypeptide 1 	7	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0374	0.2327	0.8576	-0.35	-0.35	< 0.1	NULL
MTOR	ENST00000376838.1	mechanistic target of rapamycin (serine/threonine kinase) 	653	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0291	0.1810	0.6175	-0.35	-0.35	0.26	NULL
CCDC88A	ENST00000336838.6	coiled-coil domain containing 88A 	141	2	0	1	1	0	0	0	0	0	hsa-miR-199a-3p	0.0367	0.2424	1.0828	-0.34	-0.34	0.90	NULL
CCSAP	ENST00000366687.1	centriole, cilia and spindle-associated protein 	1210	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0193	0.1342	0.7146	-0.34	-0.34	< 0.1	NULL
LMO3	ENST00000354662.1	LIM domain only 3 (rhombotin-like 2) 	7	1	0	0	1	1	0	0	1	0	hsa-miR-199a-3p	0.0217	0.1503	0.7684	-0.34	-0.42	0.67	NULL
FOS	ENST00000303562.4	FBJ murine osteosarcoma viral oncogene homolog 	3716	1	0	1	0	0	0	0	0	1	hsa-miR-199a-3p	0.0419	0.2472	0.7562	-0.34	-0.39	0.66	NULL
FDX1	ENST00000260270.2	ferredoxin 1 	510	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0212	0.1289	0.4126	-0.34	-0.59	< 0.1	NULL
ATP6V1A	ENST00000273398.3	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A 	180	0	0	0	0	3	0	2	1	0	hsa-miR-199a-3p	0.0241	0.1692	0.9256	-0.34	-0.34	0.29	NULL
ZDHHC11	ENST00000424784.2	zinc finger, DHHC-type containing 11 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0131	0.0913	0.4880	-0.34	-0.34	< 0.1	NULL
IL13RA1	ENST00000371666.3	interleukin 13 receptor, alpha 1 	494	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0223	0.1440	0.5511	-0.34	-0.35	0.52	NULL
PDE8A	ENST00000310298.4	phosphodiesterase 8A 	183	1	1	0	0	0	0	0	0	1	hsa-miR-199a-3p	0.0245	0.1588	0.6295	-0.34	-0.34	0.83	NULL
LRRC1	ENST00000370888.1	leucine rich repeat containing 1 	343	1	0	1	0	1	0	0	1	0	hsa-miR-199a-3p	0.0245	0.1613	0.6698	-0.34	-0.38	0.91	NULL
SCP2	ENST00000488965.1	sterol carrier protein 2 	3640	0	0	0	0	2	0	2	0	0	hsa-miR-199a-3p	0.0268	0.1842	0.9134	-0.34	-0.34	< 0.1	NULL
ERBB4	ENST00000342788.4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4 	27	2	1	1	0	0	0	0	0	3	hsa-miR-199a-3p	0.1169	0.6569	2.2165	-0.34	-0.39	0.95	NULL
GLT8D2	ENST00000360814.4	glycosyltransferase 8 domain containing 2 	90	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0238	0.1526	0.5709	-0.34	-0.34	< 0.1	NULL
SMIM8	ENST00000392863.1	small integral membrane protein 8 	449	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0235	0.1450	0.5132	-0.34	-0.64	< 0.1	NULL
PPP4R2	ENST00000356692.5	protein phosphatase 4, regulatory subunit 2 	310	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0363	0.2253	0.8131	-0.34	-0.34	0.12	NULL
POLR2G	ENST00000301788.7	polymerase (RNA) II (DNA directed) polypeptide G 	6306	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0078	0.0549	0.3002	-0.34	-0.34	< 0.1	NULL
FGF14	ENST00000376131.4	fibroblast growth factor 14 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0183	0.1235	0.5785	-0.34	-0.34	< 0.1	NULL
MTL5	ENST00000255087.5	metallothionein-like 5, testis-specific (tesmin) 	30	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0188	0.1243	0.5209	-0.33	-0.33	< 0.1	NULL
TFEC	ENST00000265440.7	transcription factor EC 	5	0	0	0	0	4	0	3	1	1	hsa-miR-199a-3p	0.0377	0.2668	1.5230	-0.33	-0.33	< 0.1	NULL
DDIT4	ENST00000307365.3	DNA-damage-inducible transcript 4 	2454	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0173	0.1160	0.5252	-0.33	-0.40	0.78	NULL
C4orf45	ENST00000434826.2	chromosome 4 open reading frame 45 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0225	0.1505	0.6792	-0.33	-0.33	< 0.1	NULL
COG7	ENST00000307149.5	component of oligomeric golgi complex 7 	430	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0222	0.1467	0.6462	-0.33	-0.38	< 0.1	NULL
NACC2	ENST00000371753.1	NACC family member 2, BEN and BTB (POZ) domain containing 	172	2	0	1	1	0	0	0	0	1	hsa-miR-199a-3p	0.0333	0.2180	0.8819	-0.33	-0.38	0.96	NULL
PTPN3	ENST00000412145.1	protein tyrosine phosphatase, non-receptor type 3 	374	2	1	0	1	0	0	0	0	1	hsa-miR-199a-3p	0.0914	0.4684	1.2570	-0.33	-0.43	0.94	NULL
DCLRE1C	ENST00000378289.4	DNA cross-link repair 1C 	29	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0236	0.1553	0.6548	-0.33	-0.33	< 0.1	NULL
NCOA4	ENST00000452682.1	nuclear receptor coactivator 4 	1665	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0297	0.1912	0.7602	-0.33	-0.33	< 0.1	NULL
RAD9A	ENST00000307980.2	RAD9 homolog A (S. pombe) 	38	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0133	0.0904	0.4233	-0.33	-0.33	< 0.1	NULL
HAT1	ENST00000392584.1	histone acetyltransferase 1 	3017	0	0	0	0	2	0	2	0	0	hsa-miR-199a-3p	0.0168	0.1139	0.5320	-0.33	-0.38	< 0.1	NULL
CXCL12	ENST00000343575.6	chemokine (C-X-C motif) ligand 12 	719	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0125	0.0872	0.4679	-0.33	-0.35	< 0.1	NULL
CTNNA2	ENST00000496558.1	catenin (cadherin-associated protein), alpha 2 	5	1	1	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0224	0.1451	0.5625	-0.33	-0.45	< 0.1	NULL
KDM3A	ENST00000409556.1	lysine (K)-specific demethylase 3A 	2300	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0301	0.1870	0.6369	-0.33	-0.33	0.87	NULL
LIN28B	ENST00000345080.4	lin-28 homolog B (C. elegans) 	118	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0607	0.3342	0.9262	-0.33	-0.33	0.35	NULL
DSCC1	ENST00000313655.4	DNA replication and sister chromatid cohesion 1 	802	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0142	0.0964	0.4491	-0.32	-0.33	< 0.1	NULL
GPR37	ENST00000303921.2	G protein-coupled receptor 37 (endothelin receptor type B-like) 	395	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0192	0.1274	0.5470	-0.32	-0.32	< 0.1	NULL
S100A7A	ENST00000368729.4	S100 calcium binding protein A7A 	5	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0271	0.1843	0.9012	-0.32	-0.32	< 0.1	NULL
AVPI1	ENST00000370626.3	arginine vasopressin-induced 1 	4404	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0158	0.1062	0.4677	-0.32	-0.32	< 0.1	NULL
HACE1	ENST00000262903.4	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 	191	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0298	0.1892	0.7137	-0.32	-0.32	0.81	NULL
OR12D2	ENST00000383555.2	olfactory receptor, family 12, subfamily D, member 2 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0032	0.0228	0.1473	-0.32	-0.32	< 0.1	NULL
SLC38A1	ENST00000398637.5	solute carrier family 38, member 1 	1967	1	0	0	1	3	0	2	1	3	hsa-miR-199a-3p	0.0361	0.2521	1.3619	-0.32	-0.41	0.56	NULL
C11orf21	ENST00000381153.3	chromosome 11 open reading frame 21 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0275	0.1729	0.6064	-0.32	-0.32	< 0.1	NULL
EFCAB13	ENST00000331493.2	EF-hand calcium binding domain 13 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0175	0.1164	0.4932	-0.32	-0.32	< 0.1	NULL
SRP19	ENST00000282999.3	signal recognition particle 19kDa 	243	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0240	0.1547	0.5988	-0.32	-0.32	< 0.1	NULL
MPP7	ENST00000375732.1	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7) 	50	1	1	0	0	0	0	0	0	1	hsa-miR-199a-3p	0.0742	0.3732	1.0374	-0.32	-0.47	0.73	NULL
FLRT3	ENST00000378053.3	fibronectin leucine rich transmembrane protein 3 	11	1	0	0	1	1	0	0	1	1	hsa-miR-199a-3p	0.0269	0.1788	0.7801	-0.32	-0.36	0.92	NULL
KLK11	ENST00000600362.1	kallikrein-related peptidase 11 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0074	0.0519	0.2880	-0.32	-0.32	< 0.1	NULL
APOH	ENST00000205948.6	apolipoprotein H (beta-2-glycoprotein I) 	37	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0162	0.1082	0.4728	-0.32	-0.32	< 0.1	NULL
MUC7	ENST00000304887.5	mucin 7, secreted 	5	0	0	0	0	2	0	1	1	0	hsa-miR-199a-3p	0.0214	0.1487	0.7895	-0.32	-0.32	< 0.1	NULL
CITED2	ENST00000367651.2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 	1071	1	0	1	0	0	0	0	0	1	hsa-miR-199a-3p	0.0468	0.2591	0.7038	-0.32	-0.40	0.74	NULL
TGIF2	ENST00000373874.2	TGFB-induced factor homeobox 2 	192	1	0	1	0	0	0	0	0	0	hsa-miR-199a-3p	0.0371	0.2152	0.6228	-0.32	-0.38	0.87	NULL
NLRP1	ENST00000262467.5	NLR family, pyrin domain containing 1 	547	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0332	0.2049	0.7050	-0.32	-0.32	< 0.1	NULL
TNFRSF19	ENST00000382263.3	tumor necrosis factor receptor superfamily, member 19 	376	0	0	0	0	2	1	0	1	0	hsa-miR-199a-3p	0.0294	0.2011	0.9749	-0.31	-0.32	< 0.1	NULL
ZCCHC17	ENST00000344147.5	zinc finger, CCHC domain containing 17 	100	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0182	0.1211	0.5157	-0.31	-0.31	< 0.1	NULL
CLASP2	ENST00000539981.1	cytoplasmic linker associated protein 2 	554	0	0	0	0	3	1	1	1	2	hsa-miR-199a-3p	0.0407	0.2814	1.4509	-0.31	-0.47	< 0.1	NULL
CST3	ENST00000398411.1	cystatin C 	11	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0171	0.1140	0.4924	-0.31	-0.31	< 0.1	NULL
FSD2	ENST00000334574.8	fibronectin type III and SPRY domain containing 2 	5	0	0	0	0	3	0	0	3	0	hsa-miR-199a-3p	0.0293	0.2070	1.1678	-0.31	-0.31	< 0.1	NULL
SPINK8	ENST00000434006.1	serine peptidase inhibitor, Kazal type 8 (putative) 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0107	0.0741	0.3715	-0.31	-0.31	< 0.1	NULL
PIP5K1B	ENST00000265382.3	phosphatidylinositol-4-phosphate 5-kinase, type I, beta 	69	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0211	0.1384	0.5703	-0.31	-0.31	< 0.1	NULL
ELMOD1	ENST00000265840.7	ELMO/CED-12 domain containing 1 	24	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0183	0.1275	0.6672	-0.31	-0.31	< 0.1	NULL
PIGA	ENST00000542278.1	phosphatidylinositol glycan anchor biosynthesis, class A 	104	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0203	0.1351	0.5846	-0.31	-0.32	< 0.1	NULL
DDHD1	ENST00000323669.5	DDHD domain containing 1 	103	1	0	1	0	1	0	1	0	0	hsa-miR-199a-3p	0.0466	0.2695	0.8165	-0.31	-0.35	0.71	NULL
