Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
SWAP70	ENST00000318950.6	SWAP switching B-cell complex 70kDa subunit 	492	1	1	0	0	1	hsa-miR-100-3p				-0.28	-0.28	N/A
RALB	ENST00000272519.5	v-ral simian leukemia viral oncogene homolog B 	527	2	0	1	1	1	hsa-miR-100-3p				-0.28	-0.28	N/A
SLC39A11	ENST00000255559.3	solute carrier family 39, member 11 	544	1	0	1	0	0	hsa-miR-100-3p				-0.28	-0.28	N/A
CLRN1	ENST00000327047.1	clarin 1 	5	1	1	0	0	0	hsa-miR-100-3p				-0.27	-0.27	N/A
C8orf4	ENST00000315792.3	chromosome 8 open reading frame 4 	3820	1	0	1	0	0	hsa-miR-100-3p				-0.27	-0.27	N/A
PARD6B	ENST00000371610.2	par-6 family cell polarity regulator beta 	277	1	1	0	0	1	hsa-miR-100-3p				-0.27	-0.27	N/A
SKAP1	ENST00000336915.6	src kinase associated phosphoprotein 1 	6	1	0	1	0	0	hsa-miR-100-3p				-0.27	-0.27	N/A
ZNF287	ENST00000395824.1	zinc finger protein 287 	14	3	1	1	1	0	hsa-miR-100-3p				-0.27	-0.45	N/A
TOMM6	ENST00000398884.3	translocase of outer mitochondrial membrane 6 homolog (yeast) 	2735	2	0	1	1	0	hsa-miR-100-3p				-0.27	-0.36	N/A
RABGAP1L	ENST00000489615.1	RAB GTPase activating protein 1-like 	364	2	1	0	1	0	hsa-miR-100-3p				-0.27	-0.28	N/A
SCML2	ENST00000398048.3	sex comb on midleg-like 2 (Drosophila) 	7	2	1	0	1	1	hsa-miR-100-3p				-0.27	-0.47	N/A
GCSAML	ENST00000366488.4	germinal center-associated, signaling and motility-like 	5	2	0	0	2	0	hsa-miR-100-3p				-0.27	-0.27	N/A
CXCL3	ENST00000296026.4	chemokine (C-X-C motif) ligand 3 	10	1	0	0	1	1	hsa-miR-100-3p				-0.27	-0.27	N/A
RCOR2	ENST00000301459.4	REST corepressor 2 	5	1	0	0	1	0	hsa-miR-100-3p				-0.27	-0.27	N/A
TMEM66	ENST00000256255.6	transmembrane protein 66 	310	1	0	1	0	1	hsa-miR-100-3p				-0.27	-0.27	N/A
PPP1CB	ENST00000395366.2	protein phosphatase 1, catalytic subunit, beta isozyme 	5795	2	0	1	1	4	hsa-miR-100-3p				-0.27	-0.39	N/A
CNN3	ENST00000370206.4	calponin 3, acidic 	4490	1	0	0	1	0	hsa-miR-100-3p				-0.27	-0.27	N/A
SHCBP1L	ENST00000367547.3	SHC SH2-domain binding protein 1-like 	5	1	0	0	1	0	hsa-miR-100-3p				-0.27	-0.27	N/A
FAM177A1	ENST00000280987.4	family with sequence similarity 177, member A1 	765	1	0	1	0	1	hsa-miR-100-3p				-0.27	-0.38	N/A
RP1-170O19.20	ENST00000470747.4	Uncharacterized protein  	151	2	0	1	1	1	hsa-miR-100-3p				-0.27	-0.40	N/A
AL590483.1	ENST00000598000.1	Uncharacterized protein; cDNA FLJ42623 fis, clone BRACE3015894  	5	3	0	1	2	0	hsa-miR-100-3p				-0.27	-0.27	N/A
VWA9	ENST00000313182.2	von Willebrand factor A domain containing 9 	4511	1	0	1	0	3	hsa-miR-100-3p				-0.27	-0.27	N/A
LSM14B	ENST00000253001.4	LSM14B, SCD6 homolog B (S. cerevisiae) 	700	2	0	2	0	1	hsa-miR-100-3p				-0.27	-0.31	N/A
SLCO2A1	ENST00000310926.4	solute carrier organic anion transporter family, member 2A1 	113	1	1	0	0	0	hsa-miR-100-3p				-0.27	-0.28	N/A
HEPH	ENST00000519389.1	hephaestin 	44	2	1	0	1	0	hsa-miR-100-3p				-0.27	-0.31	N/A
PPAPDC1B	ENST00000422581.2	phosphatidic acid phosphatase type 2 domain containing 1B 	182	1	0	0	1	0	hsa-miR-100-3p				-0.27	-0.27	N/A
RBM33	ENST00000341148.3	RNA binding motif protein 33 	444	2	1	0	1	1	hsa-miR-100-3p				-0.27	-0.31	N/A
AC145676.2	ENST00000514988.1	Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-100-3p				-0.27	-0.27	N/A
APBA3	ENST00000316757.3	amyloid beta (A4) precursor protein-binding, family A, member 3 	215	1	0	0	1	0	hsa-miR-100-3p				-0.26	-0.26	N/A
MCAM	ENST00000392814.1	melanoma cell adhesion molecule 	398	1	0	0	1	0	hsa-miR-100-3p				-0.26	-0.27	N/A
ATP6V0A2	ENST00000330342.3	ATPase, H+ transporting, lysosomal V0 subunit a2 	376	1	0	1	0	0	hsa-miR-100-3p				-0.26	-0.26	N/A
RMI2	ENST00000576027.1	RecQ mediated genome instability 2 	17	1	0	0	1	0	hsa-miR-100-3p				-0.26	-0.26	N/A
HIATL2	ENST00000602917.1	hippocampus abundant transcript-like 2 	111	2	0	0	2	0	hsa-miR-100-3p				-0.26	-0.28	N/A
SREK1	ENST00000334121.6	splicing regulatory glutamine/lysine-rich protein 1 	316	1	1	0	0	3	hsa-miR-100-3p				-0.26	-0.32	N/A
TMCO6	ENST00000252100.6	transmembrane and coiled-coil domains 6 	204	1	0	1	0	0	hsa-miR-100-3p				-0.26	-0.26	N/A
SPIN2B	ENST00000374910.3	spindlin family, member 2B 	5	1	0	0	1	0	hsa-miR-100-3p				-0.26	-0.26	N/A
VKORC1L1	ENST00000360768.3	vitamin K epoxide reductase complex, subunit 1-like 1 	2291	1	0	1	0	1	hsa-miR-100-3p				-0.26	-0.28	N/A
TMEM64	ENST00000458549.2	transmembrane protein 64 	200	2	0	1	1	1	hsa-miR-100-3p				-0.26	-0.34	N/A
MST4	ENST00000394334.2	Serine/threonine-protein kinase MST4  	47	1	0	1	0	1	hsa-miR-100-3p				-0.26	-0.26	N/A
PRL	ENST00000306482.1	prolactin 	5	1	0	1	0	0	hsa-miR-100-3p				-0.26	-0.26	N/A
KLHL24	ENST00000454652.2	kelch-like family member 24 	143	3	0	1	2	0	hsa-miR-100-3p				-0.26	-0.27	N/A
NAT8	ENST00000272425.3	N-acetyltransferase 8 (GCN5-related, putative) 	191	1	0	0	1	0	hsa-miR-100-3p				-0.26	-0.26	N/A
KLF7	ENST00000423015.1	Kruppel-like factor 7 (ubiquitous) 	737	3	0	1	2	3	hsa-miR-100-3p				-0.26	-0.42	N/A
ADIPOR1	ENST00000340990.5	adiponectin receptor 1 	1538	1	0	1	0	1	hsa-miR-100-3p				-0.26	-0.26	N/A
PRPF39	ENST00000355765.6	pre-mRNA processing factor 39 	252	1	0	1	0	1	hsa-miR-100-3p				-0.26	-0.26	N/A
CCDC89	ENST00000316398.3	coiled-coil domain containing 89 	11	1	1	0	0	0	hsa-miR-100-3p				-0.26	-0.36	N/A
COX6B2	ENST00000590900.1	cytochrome c oxidase subunit VIb polypeptide 2 (testis) 	5	1	0	1	0	0	hsa-miR-100-3p				-0.26	-0.26	N/A
CRYAB	ENST00000526180.1	crystallin, alpha B 	39	1	0	0	1	0	hsa-miR-100-3p				-0.26	-0.26	N/A
MOB1B	ENST00000309395.2	MOB kinase activator 1B 	54	2	0	0	2	0	hsa-miR-100-3p				-0.26	-0.26	N/A
METTL8	ENST00000375258.4	methyltransferase like 8 	124	2	0	2	0	2	hsa-miR-100-3p				-0.26	-0.31	N/A
WSB1	ENST00000262394.2	WD repeat and SOCS box containing 1 	175	1	0	1	0	0	hsa-miR-100-3p				-0.26	-0.26	N/A
KERA	ENST00000266719.3	keratocan 	5	1	0	1	0	0	hsa-miR-100-3p				-0.26	-0.26	N/A
TMEM246	ENST00000374847.1	transmembrane protein 246 	367	2	1	1	0	0	hsa-miR-100-3p				-0.25	-0.39	N/A
DOCK3	ENST00000266037.9	dedicator of cytokinesis 3 	47	2	1	1	0	1	hsa-miR-100-3p				-0.25	-0.25	N/A
SP7	ENST00000536324.2	Sp7 transcription factor 	5	1	1	0	0	0	hsa-miR-100-3p				-0.25	-0.25	N/A
IQCK	ENST00000320394.6	IQ motif containing K 	42	1	0	1	0	0	hsa-miR-100-3p				-0.25	-0.25	N/A
PRR13	ENST00000549068.1	proline rich 13 	387	1	0	1	0	0	hsa-miR-100-3p				-0.25	-0.25	N/A
BCL2	ENST00000398117.1	B-cell CLL/lymphoma 2 	55	1	1	0	0	2	hsa-miR-100-3p				-0.25	-0.32	N/A
TMEM60	ENST00000257663.3	transmembrane protein 60 	29	1	0	1	0	0	hsa-miR-100-3p				-0.25	-0.28	N/A
GNG5P2	ENST00000372054.1	guanine nucleotide binding protein (G protein), gamma 5 pseudogene 2 	5	1	0	0	1	0	hsa-miR-100-3p				-0.25	-0.25	N/A
PACSIN1	ENST00000244458.2	protein kinase C and casein kinase substrate in neurons 1 	25	2	0	2	0	0	hsa-miR-100-3p				-0.25	-0.25	N/A
KRT4	ENST00000551956.1	keratin 4 	5	1	1	0	0	0	hsa-miR-100-3p				-0.25	-0.25	N/A
MED21	ENST00000282892.3	mediator complex subunit 21 	294	3*	0	1	1	1	hsa-miR-100-3p				-0.25	-0.48	N/A
HAX1	ENST00000328703.7	HCLS1 associated protein X-1 	7	1	0	0	1	0	hsa-miR-100-3p				-0.25	-0.25	N/A
NTSR2	ENST00000306928.5	neurotensin receptor 2 	5	1	0	1	0	0	hsa-miR-100-3p				-0.25	-0.25	N/A
SH3GLB1	ENST00000370558.4	SH3-domain GRB2-like endophilin B1 	3418	1	0	1	0	5	hsa-miR-100-3p				-0.25	-0.26	N/A
LEPREL1	ENST00000319332.5	leprecan-like 1 	875	1	0	0	1	2	hsa-miR-100-3p				-0.25	-0.28	N/A
IFNGR2	ENST00000290219.6	interferon gamma receptor 2 (interferon gamma transducer 1) 	3409	1	0	1	0	0	hsa-miR-100-3p				-0.25	-0.25	N/A
DKFZP434H0512	ENST00000600140.1	Protein LOC100506667; Putative uncharacterized protein DKFZp434H0512  	5	2	0	2	0	0	hsa-miR-100-3p				-0.25	-0.25	N/A
LRRC3B	ENST00000396641.2	leucine rich repeat containing 3B 	5	1	0	0	1	0	hsa-miR-100-3p				-0.25	-0.25	N/A
EPS8L3	ENST00000361852.4	EPS8-like 3 	22	1	0	1	0	0	hsa-miR-100-3p				-0.25	-0.29	N/A
RP2	ENST00000218340.3	retinitis pigmentosa 2 (X-linked recessive) 	441	1	0	0	1	2	hsa-miR-100-3p				-0.25	-0.25	N/A
ARMCX4	ENST00000423738.3	armadillo repeat containing, X-linked 4 	34	1	0	1	0	0	hsa-miR-100-3p				-0.25	-0.25	N/A
GNG5	ENST00000370645.4	guanine nucleotide binding protein (G protein), gamma 5 	3132	1	0	0	1	0	hsa-miR-100-3p				-0.25	-0.25	N/A
GRP	ENST00000529320.2	gastrin-releasing peptide 	5	1	0	0	1	0	hsa-miR-100-3p				-0.25	-0.25	N/A
TMEM38B	ENST00000374692.3	transmembrane protein 38B 	755	1	0	1	0	2	hsa-miR-100-3p				-0.25	-0.27	N/A
ZNF782	ENST00000481138.1	zinc finger protein 782 	8	1	0	0	1	0	hsa-miR-100-3p				-0.25	-0.25	N/A
TPD52	ENST00000379096.5	tumor protein D52 	4585	2	0	1	1	0	hsa-miR-100-3p				-0.25	-0.29	N/A
VMP1	ENST00000262291.4	vacuole membrane protein 1 	2505	1	0	1	0	1	hsa-miR-100-3p				-0.25	-0.25	N/A
RP11-181C3.1	ENST00000501499.1	Uncharacterized protein  	7	1	0	1	0	0	hsa-miR-100-3p				-0.25	-0.25	N/A
CDK15	ENST00000450471.2	cyclin-dependent kinase 15 	7	1	0	0	1	1	hsa-miR-100-3p				-0.25	-0.25	N/A
HOXA9	ENST00000396345.1	homeobox A9 	151	2	0	1	1	1	hsa-miR-100-3p				-0.25	-0.37	N/A
IFT74	ENST00000380062.5	intraflagellar transport 74 homolog (Chlamydomonas) 	246	1	0	0	1	1	hsa-miR-100-3p				-0.25	-0.25	N/A
DHRS7B	ENST00000395511.3	dehydrogenase/reductase (SDR family) member 7B 	197	1	0	1	0	0	hsa-miR-100-3p				-0.25	-0.25	N/A
CDC73	ENST00000367435.3	cell division cycle 73 	579	1	0	1	0	1	hsa-miR-100-3p				-0.25	-0.25	N/A
JKAMP	ENST00000261247.9	JNK1/MAPK8-associated membrane protein 	102	1	0	0	1	1	hsa-miR-100-3p				-0.24	-0.24	N/A
ERRFI1	ENST00000377482.5	ERBB receptor feedback inhibitor 1 	3807	1	0	0	1	1	hsa-miR-100-3p				-0.24	-0.26	N/A
SCYL3	ENST00000367771.6	SCY1-like 3 (S. cerevisiae) 	124	2	1	0	1	1	hsa-miR-100-3p				-0.24	-0.32	N/A
BCAS2	ENST00000369541.3	breast carcinoma amplified sequence 2 	159	1	1	0	0	1	hsa-miR-100-3p				-0.24	-0.58	N/A
CCT6A	ENST00000275603.4	chaperonin containing TCP1, subunit 6A (zeta 1) 	1983	2	0	2	0	0	hsa-miR-100-3p				-0.24	-0.47	N/A
DUSP16	ENST00000298573.4	dual specificity phosphatase 16 	444	1	0	0	1	0	hsa-miR-100-3p				-0.24	-0.24	N/A
ASB7	ENST00000332783.7	ankyrin repeat and SOCS box containing 7 	95	2	0	1	1	0	hsa-miR-100-3p				-0.24	-0.24	N/A
RALA	ENST00000005257.2	v-ral simian leukemia viral oncogene homolog A (ras related) 	21	1	0	0	1	1	hsa-miR-100-3p				-0.24	-0.24	N/A
RNF14	ENST00000394520.2	ring finger protein 14 	20	2	0	1	1	0	hsa-miR-100-3p				-0.24	-0.30	N/A
IFNGR1	ENST00000367739.4	interferon gamma receptor 1 	8	1	0	1	0	0	hsa-miR-100-3p				-0.24	-0.24	N/A
UBE2K	ENST00000261427.5	ubiquitin-conjugating enzyme E2K 	762	1	0	1	0	0	hsa-miR-100-3p				-0.24	-0.24	N/A
SPRR2B	ENST00000368755.2	small proline-rich protein 2B 	5	1	0	0	1	0	hsa-miR-100-3p				-0.24	-0.24	N/A
TRABD2A	ENST00000409133.1	TraB domain containing 2A 	94	2	0	1	1	0	hsa-miR-100-3p				-0.24	-0.24	N/A
EID1	ENST00000530028.2	EP300 interacting inhibitor of differentiation 1 	6579	1	0	0	1	1	hsa-miR-100-3p				-0.24	-0.24	N/A
PRKRIR	ENST00000260045.3	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) 	13	2	0	1	1	2	hsa-miR-100-3p				-0.24	-0.30	N/A
MRAS	ENST00000289104.4	muscle RAS oncogene homolog 	181	1	0	1	0	1	hsa-miR-100-3p				-0.24	-0.24	N/A
DAXX	ENST00000266000.6	death-domain associated protein 	11	1	0	0	1	0	hsa-miR-100-3p				-0.24	-0.24	N/A
FCRL4	ENST00000271532.1	Fc receptor-like 4 	5	1	0	0	1	0	hsa-miR-100-3p				-0.24	-0.24	N/A
HSPA4L	ENST00000296464.4	heat shock 70kDa protein 4-like 	348	1	0	0	1	4	hsa-miR-100-3p				-0.24	-0.38	N/A
MPZL2	ENST00000278937.2	myelin protein zero-like 2 	260	1	1	0	0	0	hsa-miR-100-3p				-0.24	-0.37	N/A
BHLHE41	ENST00000242728.4	basic helix-loop-helix family, member e41 	50	1	1	0	0	2	hsa-miR-100-3p				-0.24	-0.27	N/A
LRIG3	ENST00000379141.4	leucine-rich repeats and immunoglobulin-like domains 3 	366	1	0	0	1	1	hsa-miR-100-3p				-0.24	-0.31	N/A
STARD4	ENST00000512160.1	StAR-related lipid transfer (START) domain containing 4 	767	1	0	0	1	3	hsa-miR-100-3p				-0.24	-0.36	N/A
ANP32B	ENST00000339399.4	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B 	1003	1	0	1	0	1	hsa-miR-100-3p				-0.24	-0.24	N/A
LTV1	ENST00000367576.5	LTV1 homolog (S. cerevisiae) 	137	1	0	0	1	0	hsa-miR-100-3p				-0.24	-0.24	N/A
FBXO28	ENST00000424254.2	F-box protein 28 	461	1	0	1	0	4	hsa-miR-100-3p				-0.24	-0.27	N/A
SLC36A2	ENST00000335244.4	solute carrier family 36 (proton/amino acid symporter), member 2 	5	1	1	0	0	0	hsa-miR-100-3p				-0.24	-0.24	N/A
HCAR2	ENST00000328880.5	hydroxycarboxylic acid receptor 2 	5	1	0	1	0	1	hsa-miR-100-3p				-0.24	-0.24	N/A
FANCD2OS	ENST00000450660.2	FANCD2 opposite strand 	5	1	0	0	1	0	hsa-miR-100-3p				-0.24	-0.24	N/A
DUSP14	ENST00000394389.4	dual specificity phosphatase 14 	6641	1	0	1	0	0	hsa-miR-100-3p				-0.24	-0.24	N/A
MBLAC2	ENST00000316610.6	metallo-beta-lactamase domain containing 2 	498	1	0	0	1	2	hsa-miR-100-3p				-0.24	-0.25	N/A
AL133373.1	ENST00000596306.1	Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-100-3p				-0.24	-0.24	N/A
DNER	ENST00000341772.4	delta/notch-like EGF repeat containing 	143	1	0	0	1	0	hsa-miR-100-3p				-0.24	-0.24	N/A
EIF4E1B	ENST00000318682.6	eukaryotic translation initiation factor 4E family member 1B 	5	1	0	0	1	0	hsa-miR-100-3p				-0.24	-0.24	N/A
SGCD	ENST00000435422.3	sarcoglycan, delta (35kDa dystrophin-associated glycoprotein) 	39	3	1	0	2	1	hsa-miR-100-3p				-0.24	-0.30	N/A
SFTPA1	ENST00000398636.3	surfactant protein A1 	5	2	0	0	2	1	hsa-miR-100-3p				-0.23	-0.23	N/A
ARG1	ENST00000368087.3	arginase 1 	5	1	0	0	1	0	hsa-miR-100-3p				-0.23	-0.23	N/A
WFDC13	ENST00000305479.2	WAP four-disulfide core domain 13 	5	1	0	0	1	2	hsa-miR-100-3p				-0.23	-0.23	N/A
CNPY1	ENST00000321736.5	canopy FGF signaling regulator 1 	10	1	0	1	0	1	hsa-miR-100-3p				-0.23	-0.28	N/A
TAL2	ENST00000334077.3	T-cell acute lymphocytic leukemia 2 	21	2	2	0	0	0	hsa-miR-100-3p				-0.23	-0.31	N/A
PGM2L1	ENST00000298198.4	phosphoglucomutase 2-like 1 	183	2	1	0	1	2	hsa-miR-100-3p				-0.23	-0.25	N/A
PRICKLE2	ENST00000295902.6	prickle homolog 2 (Drosophila) 	20	3	0	2	1	1	hsa-miR-100-3p				-0.23	-0.23	N/A
CHST9	ENST00000580774.1	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9 	20	1	0	1	0	0	hsa-miR-100-3p				-0.23	-0.23	N/A
PIR	ENST00000380420.5	pirin (iron-binding nuclear protein) 	271	1	0	0	1	0	hsa-miR-100-3p				-0.23	-0.23	N/A
SPATA6L	ENST00000381890.5	spermatogenesis associated 6-like 	14	2	1	0	1	0	hsa-miR-100-3p				-0.23	-0.46	N/A
TEFM	ENST00000580840.1	transcription elongation factor, mitochondrial 	525	1	0	0	1	0	hsa-miR-100-3p				-0.23	-0.24	N/A
RP11-625H11.1	ENST00000558940.1	Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-100-3p				-0.23	-0.23	N/A
PLSCR4	ENST00000354952.2	phospholipid scramblase 4 	133	1	0	0	1	1	hsa-miR-100-3p				-0.23	-0.23	N/A
ALB	ENST00000295897.4	albumin 	77	1	0	0	1	0	hsa-miR-100-3p				-0.23	-0.23	N/A
CXCL2	ENST00000508487.2	chemokine (C-X-C motif) ligand 2 	5	1	0	0	1	1	hsa-miR-100-3p				-0.23	-0.23	N/A
CEPT1	ENST00000545121.1	choline/ethanolamine phosphotransferase 1 	148	1	0	1	0	0	hsa-miR-100-3p				-0.23	-0.23	N/A
MB21D1	ENST00000370315.3	Mab-21 domain containing 1 	241	1	0	1	0	0	hsa-miR-100-3p				-0.23	-0.23	N/A
PAH	ENST00000553106.1	phenylalanine hydroxylase 	433	1	0	1	0	0	hsa-miR-100-3p				-0.23	-0.23	N/A
GK5	ENST00000392993.2	glycerol kinase 5 (putative) 	73	2	0	0	2	3	hsa-miR-100-3p				-0.23	-0.30	N/A
RASL12	ENST00000220062.4	RAS-like, family 12 	39	1	1	0	0	0	hsa-miR-100-3p				-0.23	-0.23	N/A
SLC1A2	ENST00000278379.3	solute carrier family 1 (glial high affinity glutamate transporter), member 2 	5	2	0	2	0	3	hsa-miR-100-3p				-0.23	-0.23	N/A
RNF167	ENST00000262482.6	ring finger protein 167 	1009	1	0	1	0	0	hsa-miR-100-3p				-0.23	-0.23	N/A
HNRNPH1	ENST00000393432.4	heterogeneous nuclear ribonucleoprotein H1 (H) 	34	1	0	1	0	1	hsa-miR-100-3p				-0.23	-0.27	N/A
FBXO5	ENST00000229758.3	F-box protein 5 	441	1	0	0	1	1	hsa-miR-100-3p				-0.23	-0.28	N/A
FPGT	ENST00000370894.5	fucose-1-phosphate guanylyltransferase 	108	1	0	0	1	1	hsa-miR-100-3p				-0.23	-0.31	N/A
RNF180	ENST00000389100.4	ring finger protein 180 	18	3	1	0	2	1	hsa-miR-100-3p				-0.23	-0.49	N/A
ANXA1	ENST00000257497.6	annexin A1 	365	1	0	0	1	0	hsa-miR-100-3p				-0.23	-0.23	N/A
PHF13	ENST00000377648.4	PHD finger protein 13 	1207	1	0	1	0	1	hsa-miR-100-3p				-0.23	-0.23	N/A
MDM2	ENST00000462284.1	MDM2 oncogene, E3 ubiquitin protein ligase 	455	2	0	1	1	0	hsa-miR-100-3p				-0.23	-0.26	N/A
BORA	ENST00000390667.5	bora, aurora kinase A activator 	244	1	0	0	1	1	hsa-miR-100-3p				-0.23	-0.25	N/A
IFIT1B	ENST00000371809.3	interferon-induced protein with tetratricopeptide repeats 1B 	5	1	0	1	0	0	hsa-miR-100-3p				-0.23	-0.23	N/A
PDZK1	ENST00000344770.2	PDZ domain containing 1 	5	1	0	1	0	0	hsa-miR-100-3p				-0.23	-0.23	N/A
TFRC	ENST00000540528.1	transferrin receptor 	296	1	0	0	1	1	hsa-miR-100-3p				-0.23	-0.23	N/A
ZC3HAV1	ENST00000242351.5	zinc finger CCCH-type, antiviral 1 	45	1	1	0	0	0	hsa-miR-100-3p				-0.23	-0.26	N/A
C3orf20	ENST00000253697.3	chromosome 3 open reading frame 20 	5	1	0	1	0	0	hsa-miR-100-3p				-0.23	-0.23	N/A
FOXM1	ENST00000342628.2	forkhead box M1 	1476	1	0	0	1	0	hsa-miR-100-3p				-0.23	-0.23	N/A
HNRNPAB	ENST00000358344.3	heterogeneous nuclear ribonucleoprotein A/B 	2641	1	0	1	0	0	hsa-miR-100-3p				-0.23	-0.23	N/A
SOX3	ENST00000370536.2	SRY (sex determining region Y)-box 3 	5	1	0	1	0	0	hsa-miR-100-3p				-0.23	-0.23	N/A
ANKRD29	ENST00000592179.1	ankyrin repeat domain 29 	60	1	0	0	1	0	hsa-miR-100-3p				-0.23	-0.23	N/A
MAP10	ENST00000418460.1	microtubule-associated protein 10 	5	2	0	0	2	0	hsa-miR-100-3p				-0.23	-0.23	N/A
TIPIN	ENST00000261881.4	TIMELESS interacting protein 	705	1	0	1	0	0	hsa-miR-100-3p				-0.23	-0.23	N/A
TOX4	ENST00000405508.1	TOX high mobility group box family member 4 	309	1	1	0	0	0	hsa-miR-100-3p				-0.22	-0.32	N/A
ZFYVE21	ENST00000216602.6	zinc finger, FYVE domain containing 21 	718	1	0	0	1	0	hsa-miR-100-3p				-0.22	-0.23	N/A
FSTL1	ENST00000295633.3	follistatin-like 1 	6788	1	0	1	0	2	hsa-miR-100-3p				-0.22	-0.23	N/A
PPP1R14C	ENST00000361131.4	protein phosphatase 1, regulatory (inhibitor) subunit 14C 	173	1	0	1	0	0	hsa-miR-100-3p				-0.22	-0.24	N/A
RXFP4	ENST00000368318.3	relaxin/insulin-like family peptide receptor 4 	8	1	0	0	1	0	hsa-miR-100-3p				-0.22	-0.22	N/A
C1orf185	ENST00000371759.2	chromosome 1 open reading frame 185 	5	1	0	0	1	0	hsa-miR-100-3p				-0.22	-0.22	N/A
C11orf52	ENST00000278601.5	chromosome 11 open reading frame 52 	164	1	0	0	1	0	hsa-miR-100-3p				-0.22	-0.22	N/A
ZNF534	ENST00000301085.4	zinc finger protein 534 	5	1	0	1	0	0	hsa-miR-100-3p				-0.22	-0.22	N/A
ADORA1	ENST00000367235.1	adenosine A1 receptor 	5	1	1	0	0	0	hsa-miR-100-3p				-0.22	-0.22	N/A
PTTG1IP	ENST00000397887.3	pituitary tumor-transforming 1 interacting protein 	1170	1	0	1	0	2	hsa-miR-100-3p				-0.22	-0.23	N/A
HSPH1	ENST00000320027.5	heat shock 105kDa/110kDa protein 1 	4109	1	0	0	1	1	hsa-miR-100-3p				-0.22	-0.23	N/A
SLC7A14	ENST00000231706.5	solute carrier family 7, member 14 	5	1	0	0	1	4	hsa-miR-100-3p				-0.22	-0.22	N/A
C1orf147	ENST00000367119.1	chromosome 1 open reading frame 147 	5	1	1	0	0	0	hsa-miR-100-3p				-0.22	-0.22	N/A
PPP1R8	ENST00000311772.5	protein phosphatase 1, regulatory subunit 8 	1066	1	0	1	0	0	hsa-miR-100-3p				-0.22	-0.22	N/A
LAPTM5	ENST00000294507.3	lysosomal protein transmembrane 5 	5	1	0	1	0	0	hsa-miR-100-3p				-0.22	-0.22	N/A
NGLY1	ENST00000422724.2	N-glycanase 1 	31	1	0	0	1	1	hsa-miR-100-3p				-0.22	-0.22	N/A
CREG2	ENST00000324768.5	cellular repressor of E1A-stimulated genes 2 	38	2	1	0	1	0	hsa-miR-100-3p				-0.22	-0.31	N/A
TMEM30A	ENST00000230461.6	transmembrane protein 30A 	1221	2	1	0	1	0	hsa-miR-100-3p				-0.22	-0.36	N/A
IFT46	ENST00000530872.1	intraflagellar transport 46 homolog (Chlamydomonas) 	214	1	0	0	1	0	hsa-miR-100-3p				-0.22	-0.23	N/A
UBE2N	ENST00000550657.1	ubiquitin-conjugating enzyme E2N 	321	1	0	1	0	3	hsa-miR-100-3p				-0.22	-0.24	N/A
MYO3A	ENST00000265944.5	myosin IIIA 	20	1	0	1	0	0	hsa-miR-100-3p				-0.22	-0.22	N/A
XKR4	ENST00000327381.6	XK, Kell blood group complex subunit-related family, member 4 	5	6	2	2	2	3	hsa-miR-100-3p				-0.22	-0.22	N/A
AC023632.1	ENST00000391679.1	HCG2009141; PRO2397; Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-100-3p				-0.22	-0.22	N/A
SCHIP1	ENST00000445224.2	schwannomin interacting protein 1 	891	1	0	0	1	0	hsa-miR-100-3p				-0.22	-0.22	N/A
ZNF680	ENST00000447137.2	zinc finger protein 680 	7	1	0	1	0	0	hsa-miR-100-3p				-0.22	-0.29	N/A
TSPAN12	ENST00000222747.3	tetraspanin 12 	554	1	0	0	1	1	hsa-miR-100-3p				-0.22	-0.22	N/A
ZNF528	ENST00000391788.2	zinc finger protein 528 	15	1	0	0	1	2	hsa-miR-100-3p				-0.22	-0.22	N/A
BACE2	ENST00000328735.6	beta-site APP-cleaving enzyme 2 	79	2	0	2	0	2	hsa-miR-100-3p				-0.22	-0.24	N/A
CREBBP	ENST00000262367.5	CREB binding protein 	532	1	1	0	0	0	hsa-miR-100-3p				-0.22	-0.22	N/A
KLRC4	ENST00000309384.1	killer cell lectin-like receptor subfamily C, member 4 	9	1	0	0	1	1	hsa-miR-100-3p				-0.22	-0.24	N/A
BMP3	ENST00000282701.2	bone morphogenetic protein 3 	36	3	0	1	2	2	hsa-miR-100-3p				-0.22	-0.60	N/A
KIAA1958	ENST00000337530.6	KIAA1958 	117	3	1	1	1	0	hsa-miR-100-3p				-0.22	-0.27	N/A
CYSLTR1	ENST00000373304.3	cysteinyl leukotriene receptor 1 	5	1	0	1	0	3	hsa-miR-100-3p				-0.22	-0.27	N/A
