Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
PTEN	ENST00000371953.3	phosphatase and tensin homolog 	118	3	0	2	1	2	hsa-miR-16-2-3p				-0.28	-0.45	N/A
ZCWPW2	ENST00000383768.2	zinc finger, CW type with PWWP domain 2 	10	2	0	1	1	3	hsa-miR-16-2-3p				-0.28	-0.39	N/A
STX2	ENST00000392373.2	syntaxin 2 	216	2	2	0	0	0	hsa-miR-16-2-3p				-0.28	-0.29	N/A
MCMBP	ENST00000360003.3	minichromosome maintenance complex binding protein 	1411	1	1	0	0	0	hsa-miR-16-2-3p				-0.28	-0.28	N/A
PNRC2	ENST00000334351.7	proline-rich nuclear receptor coactivator 2 	100	1	1	0	0	0	hsa-miR-16-2-3p				-0.28	-0.28	N/A
RPS6KA6	ENST00000262752.2	ribosomal protein S6 kinase, 90kDa, polypeptide 6 	156	2	0	1	1	3	hsa-miR-16-2-3p				-0.28	-0.60	N/A
CXCL6	ENST00000226317.5	chemokine (C-X-C motif) ligand 6 	26	1	1	0	0	1	hsa-miR-16-2-3p				-0.28	-0.28	N/A
ARMCX1	ENST00000372829.3	armadillo repeat containing, X-linked 1 	18	1	1	0	0	0	hsa-miR-16-2-3p				-0.28	-0.28	N/A
KHDRBS1	ENST00000327300.7	KH domain containing, RNA binding, signal transduction associated 1 	266	1	1	0	0	0	hsa-miR-16-2-3p				-0.28	-0.28	N/A
UBE2B	ENST00000265339.2	ubiquitin-conjugating enzyme E2B 	3421	1	0	0	1	1	hsa-miR-195-3p				-0.27	-0.41	N/A
NAB1	ENST00000337386.5	NGFI-A binding protein 1 (EGR1 binding protein 1) 	279	4*	1	2	0	0	hsa-miR-195-3p				-0.27	-0.29	N/A
RSPH4A	ENST00000368581.4	radial spoke head 4 homolog A (Chlamydomonas) 	5	1	1	0	0	0	hsa-miR-195-3p				-0.27	-0.27	N/A
ANXA7	ENST00000372921.5	annexin A7 	1433	2	1	1	0	0	hsa-miR-195-3p				-0.27	-0.40	N/A
CYP7B1	ENST00000310193.3	cytochrome P450, family 7, subfamily B, polypeptide 1 	53	3	0	2	1	2	hsa-miR-195-3p				-0.27	-0.30	N/A
CENPW	ENST00000368326.1	centromere protein W 	10103	1	0	1	0	1	hsa-miR-16-2-3p				-0.27	-0.32	N/A
RAB1A	ENST00000409892.1	RAB1A, member RAS oncogene family 	472	2	0	2	0	1	hsa-miR-16-2-3p				-0.27	-0.27	N/A
STRN	ENST00000263918.4	striatin, calmodulin binding protein 	476	3	2	1	0	4	hsa-miR-16-2-3p				-0.27	-0.61	N/A
ZFP30	ENST00000392144.1	ZFP30 zinc finger protein 	41	7	4	0	3	1	hsa-miR-16-2-3p				-0.27	-0.41	N/A
POLR3G	ENST00000504930.1	polymerase (RNA) III (DNA directed) polypeptide G (32kD) 	67	1	0	1	0	1	hsa-miR-195-3p				-0.27	-0.27	N/A
C11orf82	ENST00000528759.1	chromosome 11 open reading frame 82 	579	2	0	2	0	1	hsa-miR-195-3p				-0.27	-0.27	N/A
RAB6A	ENST00000310653.6	RAB6A, member RAS oncogene family 	9	3	2	1	0	0	hsa-miR-16-2-3p				-0.27	-0.50	N/A
ZC3HAV1L	ENST00000275766.1	zinc finger CCCH-type, antiviral 1-like 	98	3	2	1	0	2	hsa-miR-195-3p				-0.27	-0.27	N/A
AC107021.1	ENST00000422482.1	HCG1786590; PRO2533; Uncharacterized protein  	5	1	1	0	0	0	hsa-miR-16-2-3p				-0.27	-0.27	N/A
PI4K2B	ENST00000264864.6	phosphatidylinositol 4-kinase type 2 beta 	931	1	1	0	0	2	hsa-miR-195-3p				-0.27	-0.28	N/A
SLC38A2	ENST00000256689.5	solute carrier family 38, member 2 	696	2	2	0	0	1	hsa-miR-16-2-3p				-0.27	-0.32	N/A
MOB4	ENST00000233892.4	MOB family member 4, phocein 	123	1	1	0	0	0	hsa-miR-195-3p				-0.27	-0.31	N/A
TBC1D3G	ENST00000330458.7	TBC1 domain family, member 3G 	5	1	1	0	0	0	hsa-miR-195-3p				-0.27	-0.27	N/A
TBC1D3C	ENST00000308078.7	TBC1 domain family, member 3C 	5	1	1	0	0	0	hsa-miR-195-3p				-0.27	-0.27	N/A
UFM1	ENST00000239878.4	ubiquitin-fold modifier 1 	1502	1	0	1	0	1	hsa-miR-16-2-3p				-0.26	-0.27	N/A
EDIL3	ENST00000296591.5	EGF-like repeats and discoidin I-like domains 3 	2825	3	0	1	2	2	hsa-miR-195-3p				-0.26	-0.47	N/A
GLRA3	ENST00000274093.3	glycine receptor, alpha 3 	5	3	1	2	0	2	hsa-miR-195-3p				-0.26	-0.26	N/A
FAM3C	ENST00000359943.3	family with sequence similarity 3, member C 	15	2	1	0	1	1	hsa-miR-195-3p				-0.26	-0.26	N/A
SAMSN1	ENST00000400564.1	SAM domain, SH3 domain and nuclear localization signals 1 	5	1	0	1	0	1	hsa-miR-16-2-3p				-0.26	-0.26	N/A
HESX1	ENST00000295934.3	HESX homeobox 1 	58	1	0	1	0	1	hsa-miR-16-2-3p				-0.26	-0.26	N/A
MEI4	ENST00000602452.2	meiosis-specific 4 homolog (S. cerevisiae) 	5	3	2	0	1	0	hsa-miR-16-2-3p				-0.26	-0.26	N/A
RAB39A	ENST00000320578.2	RAB39A, member RAS oncogene family 	15	1	1	0	0	0	hsa-miR-16-2-3p				-0.26	-0.26	N/A
PFDN4	ENST00000371419.2	prefoldin subunit 4 	4331	2	0	1	1	0	hsa-miR-195-3p				-0.26	-0.34	N/A
TRMT10A	ENST00000394877.3	tRNA methyltransferase 10 homolog A (S. cerevisiae) 	89	1	1	0	0	0	hsa-miR-16-2-3p				-0.26	-0.26	N/A
OMA1	ENST00000371226.3	OMA1 zinc metallopeptidase 	12	1	1	0	0	0	hsa-miR-16-2-3p				-0.26	-0.32	N/A
CD226	ENST00000581982.1	CD226 molecule 	8	3	2	1	0	1	hsa-miR-16-2-3p				-0.26	-0.40	N/A
CIB4	ENST00000288861.4	calcium and integrin binding family member 4 	5	1	0	1	0	0	hsa-miR-195-3p				-0.26	-0.26	N/A
EXOC6	ENST00000371552.4	exocyst complex component 6 	261	1	1	0	0	1	hsa-miR-16-2-3p				-0.26	-0.26	N/A
CSRNP3	ENST00000314499.7	cysteine-serine-rich nuclear protein 3 	24	1	0	0	1	4	hsa-miR-16-2-3p				-0.26	-0.26	N/A
MLX	ENST00000435881.2	MLX, MAX dimerization protein 	771	2	0	1	1	2	hsa-miR-16-2-3p				-0.26	-0.39	N/A
PAGE5	ENST00000374952.1	P antigen family, member 5 (prostate associated) 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.26	-0.26	N/A
ANKRD12	ENST00000262126.4	ankyrin repeat domain 12 	11	1	0	1	0	3	hsa-miR-16-2-3p				-0.25	-0.27	N/A
ZNF292	ENST00000369577.3	zinc finger protein 292 	230	2	0	0	2	1	hsa-miR-16-2-3p				-0.25	-0.56	N/A
ITGA1	ENST00000282588.6	integrin, alpha 1 	400	3	0	1	2	2	hsa-miR-195-3p				-0.25	-0.37	N/A
HMGN5	ENST00000358130.2	high mobility group nucleosome binding domain 5 	46	2	0	1	1	0	hsa-miR-16-2-3p				-0.25	-0.36	N/A
GPATCH2L	ENST00000553588.1	G patch domain containing 2-like 	96	3	1	1	1	1	hsa-miR-16-2-3p				-0.25	-0.37	N/A
BX088651.1	ENST00000540551.1	LOC100126582 protein; Uncharacterized protein  	5	2	1	1	0	0	hsa-miR-195-3p				-0.25	-0.25	N/A
C8orf37	ENST00000286688.5	chromosome 8 open reading frame 37 	70	2	1	1	0	0	hsa-miR-16-2-3p				-0.25	-0.25	N/A
TACR3	ENST00000304883.2	tachykinin receptor 3 	5	3	0	1	2	1	hsa-miR-195-3p				-0.25	-0.25	N/A
RP11-169F17.1	ENST00000581862.1	Protein LOC400655  	5	2	0	2	0	1	hsa-miR-16-2-3p				-0.25	-0.25	N/A
CBLN2	ENST00000585159.1	cerebellin 2 precursor 	23	1	1	0	0	2	hsa-miR-195-3p				-0.25	-0.25	N/A
AL136115.1	ENST00000391369.1	HCG2032337; PRO1848; Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.25	-0.25	N/A
C3orf58	ENST00000441925.2	chromosome 3 open reading frame 58 	118	2	0	1	1	0	hsa-miR-16-2-3p				-0.25	-0.25	N/A
EPB41L2	ENST00000531410.1	erythrocyte membrane protein band 4.1-like 2 	353	1	0	0	1	2	hsa-miR-195-3p				-0.25	-0.25	N/A
RPS4X	ENST00000316084.6	ribosomal protein S4, X-linked 	8836	1	0	1	0	0	hsa-miR-16-2-3p				-0.25	-0.25	N/A
LPAR1	ENST00000374431.3	lysophosphatidic acid receptor 1 	2111	2	0	1	1	1	hsa-miR-16-2-3p				-0.25	-0.26	N/A
EMB	ENST00000303221.5	embigin 	17	3	1	2	0	0	hsa-miR-16-2-3p				-0.25	-0.25	N/A
PTPN12	ENST00000248594.6	protein tyrosine phosphatase, non-receptor type 12 	167	2	1	0	1	0	hsa-miR-16-2-3p				-0.25	-0.25	N/A
RPSAP58	ENST00000496398.1	ribosomal protein SA pseudogene 58 	70	2	0	2	0	2	hsa-miR-195-3p				-0.25	-0.28	N/A
NUDT4	ENST00000337179.5	nudix (nucleoside diphosphate linked moiety X)-type motif 4 	41	2	0	2	0	0	hsa-miR-16-2-3p				-0.24	-0.24	N/A
CMTM8	ENST00000307526.3	CKLF-like MARVEL transmembrane domain containing 8 	541	1	1	0	0	1	hsa-miR-16-2-3p				-0.24	-0.37	N/A
AL627309.1	ENST00000423372.3	Uncharacterized protein  	5	1	1	0	0	0	hsa-miR-16-2-3p				-0.24	-0.24	N/A
EMC7	ENST00000256545.4	ER membrane protein complex subunit 7 	672	1	1	0	0	1	hsa-miR-16-2-3p				-0.24	-0.24	N/A
NAT1	ENST00000307719.4	N-acetyltransferase 1 (arylamine N-acetyltransferase) 	89	1	0	1	0	0	hsa-miR-16-2-3p				-0.24	-0.24	N/A
HDAC2	ENST00000519065.1	histone deacetylase 2 	1701	2	1	1	0	4	hsa-miR-16-2-3p				-0.24	-0.39	N/A
MAP10	ENST00000418460.1	microtubule-associated protein 10 	5	2	1	1	0	0	hsa-miR-195-3p				-0.24	-0.24	N/A
LMBRD2	ENST00000296603.4	LMBR1 domain containing 2 	211	5	1	1	3	1	hsa-miR-16-2-3p				-0.24	-0.37	N/A
SRY	ENST00000383070.1	sex determining region Y 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.24	-0.24	N/A
EGR3	ENST00000519492.1	early growth response 3 	21	1	1	0	0	3	hsa-miR-195-3p				-0.24	-0.33	N/A
TRMT11	ENST00000368332.3	tRNA methyltransferase 11 homolog (S. cerevisiae) 	333	2	0	1	1	0	hsa-miR-195-3p				-0.24	-0.24	N/A
GALNT1	ENST00000269195.5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1) 	2466	1	1	0	0	0	hsa-miR-16-2-3p				-0.24	-0.24	N/A
STEAP4	ENST00000380079.4	STEAP family member 4 	23	2	0	2	0	0	hsa-miR-16-2-3p				-0.24	-0.24	N/A
SNX25	ENST00000504273.1	sorting nexin 25 	21	2	0	1	1	0	hsa-miR-16-2-3p				-0.24	-0.24	N/A
KCTD14	ENST00000353172.5	potassium channel tetramerization domain containing 14 	5	1	1	0	0	0	hsa-miR-195-3p				-0.24	-0.24	N/A
OR5T1	ENST00000313033.2	olfactory receptor, family 5, subfamily T, member 1 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.24	-0.24	N/A
TFEC	ENST00000265440.7	transcription factor EC 	5	3	1	1	1	3	hsa-miR-16-2-3p				-0.24	-0.24	N/A
VIP	ENST00000367244.3	vasoactive intestinal peptide 	5	2	0	2	0	0	hsa-miR-195-3p				-0.23	-0.23	N/A
RP11-181C3.1	ENST00000501499.1	Uncharacterized protein  	7	1	0	1	0	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
HDHD2	ENST00000300605.6	haloacid dehalogenase-like hydrolase domain containing 2 	501	1	1	0	0	0	hsa-miR-16-2-3p				-0.23	-0.25	N/A
HOMER2	ENST00000450735.2	homer homolog 2 (Drosophila) 	12	1	1	0	0	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
AP4E1	ENST00000261842.5	adaptor-related protein complex 4, epsilon 1 subunit 	57	2	1	0	1	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
ZNF680	ENST00000447137.2	zinc finger protein 680 	7	2	0	0	2	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
C16orf72	ENST00000327827.7	chromosome 16 open reading frame 72 	379	1	1	0	0	1	hsa-miR-195-3p				-0.23	-0.24	N/A
WNT5A	ENST00000474267.1	wingless-type MMTV integration site family, member 5A 	2080	3	1	0	2	1	hsa-miR-195-3p				-0.23	-0.37	N/A
HSPE1-MOB4	ENST00000604458.1	HSPE1-MOB4 readthrough 	123	1	1	0	0	0	hsa-miR-195-3p				-0.23	-0.29	N/A
C15orf48	ENST00000344300.3	chromosome 15 open reading frame 48 	277	2	0	1	1	0	hsa-miR-16-2-3p				-0.23	-0.24	N/A
ZNF207	ENST00000394670.4	zinc finger protein 207 	839	6	2	0	4	1	hsa-miR-16-2-3p				-0.23	-0.42	N/A
DDIT4L	ENST00000273990.2	DNA-damage-inducible transcript 4-like 	87	1	1	0	0	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
DNAJC13	ENST00000260818.6	DnaJ (Hsp40) homolog, subfamily C, member 13 	256	1	0	0	1	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
KRTAP4-5	ENST00000343246.4	keratin associated protein 4-5 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
USP13	ENST00000263966.3	ubiquitin specific peptidase 13 (isopeptidase T-3) 	379	2	0	1	1	2	hsa-miR-16-2-3p				-0.23	-0.32	N/A
AC135178.1	ENST00000535173.1	HCG1985372; Uncharacterized protein; cDNA FLJ37541 fis, clone BRCAN2026340  	13	2	0	2	0	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
PI15	ENST00000260113.2	peptidase inhibitor 15 	12	2	0	2	0	1	hsa-miR-16-2-3p				-0.23	-0.23	N/A
C22orf42	ENST00000382097.3	chromosome 22 open reading frame 42 	5	1	1	0	0	0	hsa-miR-195-3p				-0.23	-0.23	N/A
ASAH2	ENST00000395526.4	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2 	5	2	1	0	1	2	hsa-miR-195-3p				-0.23	-0.23	N/A
LRRTM3	ENST00000361320.4	leucine rich repeat transmembrane neuronal 3 	5	2	0	1	1	2	hsa-miR-16-2-3p				-0.23	-0.23	N/A
FAM24A	ENST00000368894.1	family with sequence similarity 24, member A 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
PLCXD3	ENST00000377801.3	phosphatidylinositol-specific phospholipase C, X domain containing 3 	81	5	2	3	0	0	hsa-miR-195-3p				-0.23	-0.23	N/A
GINS1	ENST00000429262.2	GINS complex subunit 1 (Psf1 homolog) 	56	2	1	0	1	0	hsa-miR-16-2-3p				-0.23	-0.25	N/A
KIAA1279	ENST00000361983.4	KIAA1279 	52	1	1	0	0	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
KLHL4	ENST00000373119.4	kelch-like family member 4 	58	2	1	0	1	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
PAK1IP1	ENST00000379568.3	PAK1 interacting protein 1 	135	1	1	0	0	0	hsa-miR-16-2-3p				-0.23	-0.40	N/A
ACVR1C	ENST00000243349.8	activin A receptor, type IC 	27	3	0	1	2	1	hsa-miR-16-2-3p				-0.23	-0.26	N/A
ZNF678	ENST00000343776.5	zinc finger protein 678 	89	3*	1	1	0	0	hsa-miR-195-3p				-0.23	-0.24	N/A
ICK	ENST00000350082.5	intestinal cell (MAK-like) kinase 	18	1	1	0	0	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
PLD5	ENST00000536534.2	phospholipase D family, member 5 	5	2	1	0	1	1	hsa-miR-16-2-3p				-0.23	-0.23	N/A
TNFAIP6	ENST00000243347.3	tumor necrosis factor, alpha-induced protein 6 	14	1	0	1	0	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
ANLN	ENST00000265748.2	anillin, actin binding protein 	2637	1	0	1	0	1	hsa-miR-16-2-3p				-0.23	-0.23	N/A
CSTF2T	ENST00000331173.4	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant 	3550	3	2	1	0	4	hsa-miR-16-2-3p				-0.23	-0.38	N/A
IGSF11	ENST00000425327.2	immunoglobulin superfamily, member 11 	5	4	1	2	1	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
PXT1	ENST00000454782.2	peroxisomal, testis specific 1 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
CDKL3	ENST00000521755.1	cyclin-dependent kinase-like 3 	21	1	0	0	1	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
CASP3	ENST00000393585.2	caspase 3, apoptosis-related cysteine peptidase 	43	1	1	0	0	0	hsa-miR-16-2-3p				-0.23	-0.23	N/A
PTS	ENST00000525803.1	6-pyruvoyltetrahydropterin synthase 	1526	2	1	1	0	0	hsa-miR-195-3p				-0.22	-0.54	N/A
SLC25A35	ENST00000577745.1	solute carrier family 25, member 35 	376	1	0	0	1	0	hsa-miR-195-3p				-0.22	-0.22	N/A
RTCA	ENST00000370128.4	RNA 3'-terminal phosphate cyclase 	1093	1	1	0	0	2	hsa-miR-16-2-3p				-0.22	-0.23	N/A
CCL20	ENST00000409189.3	chemokine (C-C motif) ligand 20 	16	1	1	0	0	2	hsa-miR-16-2-3p				-0.22	-0.68	N/A
HSDL1	ENST00000219439.4	hydroxysteroid dehydrogenase like 1 	699	1	1	0	0	0	hsa-miR-16-2-3p				-0.22	-0.22	N/A
POLR2M	ENST00000299638.3	polymerase (RNA) II (DNA directed) polypeptide M 	21	1	0	1	0	5	hsa-miR-16-2-3p				-0.22	-0.22	N/A
ZNF681	ENST00000402377.3	zinc finger protein 681 	21	4	3	0	1	2	hsa-miR-16-2-3p				-0.22	-0.23	N/A
PRRG4	ENST00000257836.3	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane) 	47	1	1	0	0	2	hsa-miR-195-3p				-0.22	-0.25	N/A
FAM96A	ENST00000557835.1	family with sequence similarity 96, member A 	191	3	1	0	2	0	hsa-miR-16-2-3p				-0.22	-0.31	N/A
RP11-758M4.1	ENST00000523118.1	Uncharacterized protein  	5	1	1	0	0	1	hsa-miR-16-2-3p				-0.22	-0.22	N/A
ZNF165	ENST00000377325.1	zinc finger protein 165 	11	1	0	1	0	0	hsa-miR-16-2-3p				-0.22	-0.22	N/A
AEBP2	ENST00000266508.9	AE binding protein 2 	1228	1	1	0	0	2	hsa-miR-16-2-3p				-0.22	-0.22	N/A
PCDHB4	ENST00000194152.1	protocadherin beta 4 	5	2	1	0	1	0	hsa-miR-16-2-3p				-0.22	-0.22	N/A
CCDC82	ENST00000278520.5	coiled-coil domain containing 82 	224	1	0	0	1	1	hsa-miR-16-2-3p				-0.22	-0.23	N/A
MBNL1	ENST00000357472.3	muscleblind-like splicing regulator 1 	135	1	0	1	0	2	hsa-miR-195-3p				-0.22	-0.22	N/A
GABRG1	ENST00000295452.4	gamma-aminobutyric acid (GABA) A receptor, gamma 1 	5	3	1	1	1	2	hsa-miR-195-3p				-0.22	-0.22	N/A
TRIM22	ENST00000379965.3	tripartite motif containing 22 	163	2	0	2	0	0	hsa-miR-16-2-3p				-0.22	-0.22	N/A
ZNF431	ENST00000311048.7	zinc finger protein 431 	93	4	0	1	3	2	hsa-miR-16-2-3p				-0.22	-0.33	N/A
DPP8	ENST00000341861.5	dipeptidyl-peptidase 8 	1293	2	0	0	2	2	hsa-miR-16-2-3p				-0.22	-0.30	N/A
KIF21A	ENST00000361961.3	kinesin family member 21A 	37	2	1	1	0	1	hsa-miR-195-3p				-0.21	-0.21	N/A
LYSMD1	ENST00000368908.5	LysM, putative peptidoglycan-binding, domain containing 1 	67	1	1	0	0	0	hsa-miR-16-2-3p				-0.21	-0.21	N/A
RNF11	ENST00000242719.3	ring finger protein 11 	5881	3	2	0	1	0	hsa-miR-16-2-3p				-0.21	-0.34	N/A
CUL2	ENST00000374746.1	cullin 2 	27	3	0	2	1	1	hsa-miR-195-3p				-0.21	-0.31	N/A
GOLT1B	ENST00000540141.1	golgi transport 1B 	848	3	0	2	1	0	hsa-miR-195-3p				-0.21	-0.33	N/A
CCNB3	ENST00000376042.1	cyclin B3 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.21	-0.21	N/A
SEPW1	ENST00000509570.2	selenoprotein W, 1 	303	1	0	1	0	0	hsa-miR-16-2-3p				-0.21	-0.21	N/A
CPXCR1	ENST00000276127.4	CPX chromosome region, candidate 1 	5	2	0	1	1	1	hsa-miR-16-2-3p				-0.21	-0.21	N/A
SUCLG2	ENST00000307227.5	succinate-CoA ligase, GDP-forming, beta subunit 	88	2	1	1	0	0	hsa-miR-16-2-3p				-0.21	-0.21	N/A
KIAA1107	ENST00000370378.4	KIAA1107 	7	1	1	0	0	0	hsa-miR-16-2-3p				-0.21	-0.21	N/A
SLC35D3	ENST00000331858.4	solute carrier family 35, member D3 	13	2	0	0	2	1	hsa-miR-16-2-3p				-0.21	-0.21	N/A
CDH7	ENST00000397968.2	cadherin 7, type 2 	42	2	1	0	1	1	hsa-miR-16-2-3p				-0.21	-0.46	N/A
LTV1	ENST00000367576.5	LTV1 homolog (S. cerevisiae) 	137	1	0	1	0	0	hsa-miR-195-3p				-0.21	-0.21	N/A
LRRC7	ENST00000310961.5	leucine rich repeat containing 7 	18	2	0	1	1	0	hsa-miR-195-3p				-0.21	-0.21	N/A
DSC3	ENST00000434452.1	desmocollin 3 	390	4	1	3	0	2	hsa-miR-195-3p				-0.21	-0.24	N/A
ST8SIA1	ENST00000396037.4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 	5	3	2	0	1	2	hsa-miR-16-2-3p				-0.21	-0.21	N/A
KDELC2	ENST00000323468.5	KDEL (Lys-Asp-Glu-Leu) containing 2 	667	2	0	1	1	1	hsa-miR-195-3p				-0.21	-0.23	N/A
PDE3B	ENST00000282096.4	phosphodiesterase 3B, cGMP-inhibited 	258	3	0	0	3	2	hsa-miR-16-2-3p				-0.21	-0.29	N/A
GTF2H3	ENST00000543341.2	general transcription factor IIH, polypeptide 3, 34kDa 	718	1	1	0	0	0	hsa-miR-195-3p				-0.21	-0.24	N/A
LHFPL3	ENST00000535008.1	lipoma HMGIC fusion partner-like 3 	5	1	1	0	0	0	hsa-miR-195-3p				-0.21	-0.21	N/A
SLC9C2	ENST00000367714.3	solute carrier family 9, member C2 (putative) 	5	1	1	0	0	1	hsa-miR-16-2-3p				-0.21	-0.21	N/A
RAB30	ENST00000533486.1	RAB30, member RAS oncogene family 	274	2	0	1	1	2	hsa-miR-16-2-3p				-0.21	-0.35	N/A
PAPD7	ENST00000230859.6	PAP associated domain containing 7 	3195	2	2	0	0	0	hsa-miR-16-2-3p				-0.21	-0.21	N/A
RPIA	ENST00000283646.4	ribose 5-phosphate isomerase A 	415	1	1	0	0	1	hsa-miR-16-2-3p				-0.21	-0.25	N/A
FAM46A	ENST00000369754.3	family with sequence similarity 46, member A 	899	2	0	1	1	1	hsa-miR-195-3p				-0.21	-0.21	N/A
CNTN4	ENST00000427331.1	contactin 4 	191	2	0	2	0	0	hsa-miR-16-2-3p				-0.21	-0.21	N/A
CYP26B1	ENST00000001146.2	cytochrome P450, family 26, subfamily B, polypeptide 1 	1315	1	1	0	0	0	hsa-miR-16-2-3p				-0.21	-0.21	N/A
AIMP1	ENST00000394701.4	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1 	740	2	1	1	0	2	hsa-miR-16-2-3p				-0.21	-0.24	N/A
OGN	ENST00000262551.4	osteoglycin 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.21	-0.21	N/A
LIMA1	ENST00000552491.1	LIM domain and actin binding 1 	780	1	0	0	1	1	hsa-miR-16-2-3p				-0.21	-0.21	N/A
BEX1	ENST00000372728.3	brain expressed, X-linked 1 	11	1	0	1	0	0	hsa-miR-16-2-3p				-0.21	-0.21	N/A
HIATL1	ENST00000428393.2	hippocampus abundant transcript-like 1 	767	1	1	0	0	0	hsa-miR-195-3p				-0.21	-0.21	N/A
UGT2B11	ENST00000446444.1	UDP glucuronosyltransferase 2 family, polypeptide B11 	5	2	0	0	2	0	hsa-miR-16-2-3p				-0.20	-0.20	N/A
C1orf63	ENST00000243189.7	chromosome 1 open reading frame 63 	914	1	0	1	0	0	hsa-miR-16-2-3p				-0.20	-0.20	N/A
USP45	ENST00000392738.2	ubiquitin specific peptidase 45 	491	4	2	1	1	1	hsa-miR-16-2-3p				-0.20	-0.21	N/A
BET1	ENST00000222547.3	Bet1 golgi vesicular membrane trafficking protein 	722	2	0	1	1	0	hsa-miR-16-2-3p				-0.20	-0.43	N/A
SGIP1	ENST00000371036.3	SH3-domain GRB2-like (endophilin) interacting protein 1 	180	2	1	1	0	1	hsa-miR-16-2-3p				-0.20	-0.20	N/A
MSANTD4	ENST00000301919.4	Myb/SANT-like DNA-binding domain containing 4 with coiled-coils 	304	3	1	0	2	1	hsa-miR-195-3p				-0.20	-0.40	N/A
IMPG1	ENST00000369963.3	interphotoreceptor matrix proteoglycan 1 	5	1	1	0	0	0	hsa-miR-16-2-3p				-0.20	-0.20	N/A
ERRFI1	ENST00000377482.5	ERBB receptor feedback inhibitor 1 	3807	1	0	1	0	1	hsa-miR-195-3p				-0.20	-0.21	N/A
GPR82	ENST00000302548.4	G protein-coupled receptor 82 	5	2	1	0	1	0	hsa-miR-16-2-3p				-0.20	-0.20	N/A
CCNG2	ENST00000316355.5	cyclin G2 	1056	1	1	0	0	0	hsa-miR-16-2-3p				-0.20	-0.20	N/A
ENPP4	ENST00000321037.4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative) 	114	2	1	0	1	0	hsa-miR-195-3p				-0.20	-0.23	N/A
TEK	ENST00000380036.4	TEK tyrosine kinase, endothelial 	1007	3	1	1	1	0	hsa-miR-16-2-3p				-0.20	-0.20	N/A
LCA5	ENST00000369846.4	Leber congenital amaurosis 5 	8	1	1	0	0	0	hsa-miR-16-2-3p				-0.20	-0.20	N/A
RHAG	ENST00000371175.4	Rh-associated glycoprotein 	5	1	0	1	0	0	hsa-miR-195-3p				-0.20	-0.20	N/A
NRG4	ENST00000394907.3	neuregulin 4 	73	2	2	0	0	0	hsa-miR-195-3p				-0.20	-0.35	N/A
HDGFRP3	ENST00000299633.4	Hepatoma-derived growth factor-related protein 3  	2577	3	1	0	2	3	hsa-miR-195-3p				-0.20	-0.60	N/A
MAB21L1	ENST00000379919.4	mab-21-like 1 (C. elegans) 	25	2	0	2	0	0	hsa-miR-16-2-3p				-0.20	-0.20	N/A
EVA1A	ENST00000393913.3	eva-1 homolog A (C. elegans) 	45	2	0	1	1	0	hsa-miR-16-2-3p				-0.20	-0.23	N/A
FAP	ENST00000188790.4	fibroblast activation protein, alpha 	618	1	0	1	0	0	hsa-miR-16-2-3p				-0.20	-0.20	N/A
STK3	ENST00000419617.2	serine/threonine kinase 3 	25	2	0	1	1	0	hsa-miR-16-2-3p				-0.20	-0.22	N/A
