Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
SLC25A23	ENST00000301454.4	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23 	5	1	0	0	1	8	0	2	6	1	hsa-miR-199a-5p	0.0305	0.2201	1.3797	-0.52	-0.52	0.92	2011
ZNF669	ENST00000358785.4	zinc finger protein 669 	154	0	0	0	0	3	2	0	1	0	hsa-miR-199a-5p	0.0141	0.0997	0.5729	-0.52	-0.69	< 0.1	NULL
C9orf66	ENST00000382387.2	chromosome 9 open reading frame 66 	13	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0335	0.2148	0.8417	-0.52	-0.52	< 0.1	NULL
CCNJ	ENST00000265992.5	cyclin J 	5	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0751	0.3776	0.8506	-0.51	-0.51	0.92	2005, 2007, 2009, 2011
LEPREL1	ENST00000319332.5	leprecan-like 1 	875	1	1	0	0	1	1	0	0	0	hsa-miR-199b-5p	0.0636	0.3382	0.8883	-0.51	-0.57	0.71	2009, 2011
SUN1	ENST00000456758.2	Sad1 and UNC84 domain containing 1 	376	1	1	0	0	0	0	0	0	2	hsa-miR-199a-5p	0.1116	0.5065	1.1255	-0.51	-0.51	0.93	2005, 2007, 2009, 2011
SOS2	ENST00000216373.5	son of sevenless homolog 2 (Drosophila) 	70	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0750	0.3765	0.8396	-0.51	-0.51	0.87	2009, 2011
TLDC2	ENST00000217320.3	TBC/LysM-associated domain containing 2 	5	0	0	0	0	1	1	0	0	1	hsa-miR-199b-5p	0.0132	0.0904	0.4389	-0.51	-0.51	< 0.1	NULL
HIPK2	ENST00000406875.3	homeodomain interacting protein kinase 2 	48	0	0	0	0	1	1	0	0	4	hsa-miR-199a-5p	0.0250	0.1801	1.1410	-0.50	-0.55	< 0.1	2007, 2009, 2011
SCGN	ENST00000334979.6	secretagogin, EF-hand calcium binding protein 	590	0	0	0	0	2	0	1	1	0	hsa-miR-199b-5p	0.0073	0.0522	0.3198	-0.50	-0.50	< 0.1	NULL
C1GALT1	ENST00000223122.3	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 	44	1	1	0	0	0	0	0	0	0	hsa-miR-199b-5p	0.0707	0.3672	0.9002	-0.50	-0.50	0.74	2009, 2011
RAB9B	ENST00000243298.2	RAB9B, member RAS oncogene family 	21	2	0	2	0	1	0	0	1	0	hsa-miR-199b-5p	0.0221	0.1571	0.9089	-0.50	-0.50	0.55	2011
NEU3	ENST00000532963.1	sialidase 3 (membrane sialidase) 	243	0	0	0	0	1	1	0	0	3	hsa-miR-199a-5p	0.0373	0.2550	1.2965	-0.50	-0.51	< 0.1	NULL
TMPRSS5	ENST00000536856.1	transmembrane protease, serine 5 	8	0	0	0	0	1	1	0	0	1	hsa-miR-199a-5p	0.0145	0.0990	0.4769	-0.50	-0.50	< 0.1	NULL
NT5C1A	ENST00000235628.1	5'-nucleotidase, cytosolic IA 	4	0	0	0	0	6	1	2	3	1	hsa-miR-199a-5p	0.0388	0.2718	1.5302	-0.50	-0.50	0.63	NULL
ZNF615	ENST00000602063.1	zinc finger protein 615 	30	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0128	0.0918	0.5536	-0.50	-0.50	< 0.1	NULL
LIMS3L	ENST00000413601.2	LIM and senescent cell antigen-like domains 3-like 	5	0	0	0	0	1	1	0	0	1	hsa-miR-199a-5p	0.0091	0.0640	0.3523	-0.50	-0.50	< 0.1	NULL
MARCH8	ENST00000453424.2	membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase 	48	1	0	1	0	1	0	1	0	0	hsa-miR-199a-5p	0.0494	0.3222	1.3619	-0.50	-0.51	0.94	NULL
C2orf15	ENST00000512183.2	chromosome 2 open reading frame 15 	246	0	0	0	0	3	2	1	0	0	hsa-miR-199b-5p	0.0406	0.2453	0.8027	-0.50	-1.26	0.13	NULL
FAM216B	ENST00000537894.1	family with sequence similarity 216, member B 	5	0	0	0	0	1	1	0	0	2	hsa-miR-199b-5p	0.0402	0.2481	0.9001	-0.49	-0.52	< 0.1	NULL
APBB1	ENST00000608655.1	amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65) 	64	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0235	0.1510	0.5679	-0.49	-0.49	0.13	2011
RSPH4A	ENST00000368581.4	radial spoke head 4 homolog A (Chlamydomonas) 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199b-5p	0.0428	0.2523	0.7745	-0.49	-0.49	< 0.1	NULL
MRPL30	ENST00000338148.3	mitochondrial ribosomal protein L30 	246	0	0	0	0	3	2	1	0	0	hsa-miR-199b-5p	0.0394	0.2394	0.7951	-0.49	-1.25	< 0.1	NULL
NINL	ENST00000278886.6	ninein-like 	121	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0424	0.2472	0.7161	-0.49	-0.49	0.91	2007, 2009, 2011
CACUL1	ENST00000369151.3	CDK2-associated, cullin domain 1 	213	1	1	0	0	3	0	1	2	1	hsa-miR-199a-5p	0.0351	0.2367	1.0994	-0.49	-0.76	0.94	2005, 2007, 2009, 2011
FCAMR	ENST00000400962.3	Fc receptor, IgA, IgM, high affinity 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0336	0.2045	0.6552	-0.49	-0.49	< 0.1	NULL
ZNF426	ENST00000253115.2	zinc finger protein 426 	70	0	0	0	0	2	2	0	0	1	hsa-miR-199a-5p	0.0105	0.0758	0.4904	-0.49	-1.58	0.25	NULL
ZNF579	ENST00000325421.4	zinc finger protein 579 	1080	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0261	0.1651	0.5938	-0.49	-0.49	0.93	2005, 2007, 2009, 2011
BICC1	ENST00000373886.3	bicaudal C homolog 1 (Drosophila) 	165	1	1	0	0	0	0	0	0	0	hsa-miR-199b-5p	0.1385	0.5545	1.0128	-0.48	-0.48	0.82	NULL
GAS2L2	ENST00000254466.6	growth arrest-specific 2 like 2 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0307	0.1904	0.6542	-0.48	-0.48	< 0.1	NULL
UNG	ENST00000242576.2	uracil-DNA glycosylase 	2812	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0230	0.1494	0.5914	-0.48	-0.48	0.48	2011
ZNF705G	ENST00000400156.4	zinc finger protein 705G 	5	0	0	0	0	2	0	0	2	0	hsa-miR-199a-5p	0.0085	0.0623	0.4211	-0.48	-0.48	0.19	NULL
GRTP1	ENST00000375431.4	growth hormone regulated TBC protein 1 	1279	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0051	0.0367	0.2311	-0.48	-0.48	< 0.1	NULL
NAA40	ENST00000377793.4	N(alpha)-acetyltransferase 40, NatD catalytic subunit 	217	2	1	0	1	2	0	1	1	0	hsa-miR-199a-5p	0.0698	0.3826	1.1698	-0.48	-0.76	0.98	2007, 2009, 2011
ZNF98	ENST00000357774.5	zinc finger protein 98 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0110	0.0773	0.4214	-0.48	-0.48	< 0.1	NULL
RGMA	ENST00000557420.1	RGM domain family, member A 	145	1	0	1	0	2	0	2	0	0	hsa-miR-199a-5p	0.0119	0.0855	0.5163	-0.48	-0.49	0.43	2005, 2007, 2009, 2011
RCSD1	ENST00000367854.3	RCSD domain containing 1 	32	0	0	0	0	1	1	0	0	2	hsa-miR-199a-5p	0.0300	0.1916	0.7433	-0.47	-0.47	< 0.1	NULL
C2orf44	ENST00000406895.3	chromosome 2 open reading frame 44 	104	0	0	0	0	1	1	0	0	2	hsa-miR-199a-5p	0.0133	0.0946	0.5615	-0.47	-0.47	< 0.1	NULL
SLC1A5	ENST00000542575.2	solute carrier family 1 (neutral amino acid transporter), member 5 	681	0	0	0	0	2	1	1	0	3	hsa-miR-199a-5p	0.0068	0.0486	0.2822	-0.47	-0.58	< 0.1	NULL
TFPI	ENST00000392365.1	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor) 	10747	0	0	0	0	1	1	0	0	1	hsa-miR-199b-5p	0.0275	0.1900	0.9925	-0.47	-0.54	< 0.1	NULL
GRB10	ENST00000398812.2	growth factor receptor-bound protein 10 	1382	1	1	0	0	0	0	0	0	1	hsa-miR-199a-5p	0.0461	0.2846	1.0414	-0.47	-0.47	0.55	2005, 2007, 2009, 2011
NPY2R	ENST00000506608.1	neuropeptide Y receptor Y2 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0637	0.3694	1.2199	-0.47	-0.47	< 0.1	NULL
APOL2	ENST00000358502.5	apolipoprotein L, 2 	12	0	0	0	0	2	1	0	1	0	hsa-miR-199a-5p	0.0143	0.1012	0.5834	-0.47	-0.47	< 0.1	NULL
R3HDM2	ENST00000347140.3	R3H domain containing 2 	5	0	0	0	0	2	0	1	1	0	hsa-miR-199b-5p	0.0214	0.1511	0.8494	-0.47	-0.47	0.45	2009, 2011
CCDC152	ENST00000361970.5	coiled-coil domain containing 152 	5	0	0	0	0	1	1	0	0	1	hsa-miR-199b-5p	0.0533	0.3046	0.9154	-0.47	-0.47	< 0.1	NULL
FAM188A	ENST00000378036.1	family with sequence similarity 188, member A 	326	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0468	0.2653	0.7285	-0.46	-0.48	0.73	2009, 2011
ZNF528	ENST00000391788.2	zinc finger protein 528 	15	1	1	0	0	2	0	1	1	0	hsa-miR-199a-5p	0.0202	0.1438	0.8523	-0.46	-0.47	< 0.1	NULL
CCNL1	ENST00000295926.3	cyclin L1 	161	1	0	1	0	0	0	0	0	0	hsa-miR-199b-5p	0.0553	0.3116	0.9287	-0.46	-0.48	> 0.99	2005, 2007, 2009, 2011
GNG5	ENST00000370645.4	guanine nucleotide binding protein (G protein), gamma 5 	3132	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0130	0.0887	0.4202	-0.46	-0.46	0.36	NULL
RALGAPA1	ENST00000389698.3	Ral GTPase activating protein, alpha subunit 1 (catalytic) 	82	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0984	0.4634	1.0445	-0.45	-0.46	0.82	2005, 2007, 2009, 2011
ZNF823	ENST00000440527.1	zinc finger protein 823 	7	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0055	0.0390	0.2114	-0.45	-0.72	< 0.1	NULL
ZFYVE27	ENST00000453958.2	zinc finger, FYVE domain containing 27 	565	1	1	0	0	0	0	0	0	1	hsa-miR-199a-5p	0.0304	0.1894	0.6653	-0.45	-0.46	0.82	2009, 2011
KLK7	ENST00000391807.1	kallikrein-related peptidase 7 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0301	0.1872	0.6442	-0.45	-0.45	0.12	NULL
KCND3	ENST00000369697.1	potassium voltage-gated channel, Shal-related subfamily, member 3 	23	1	1	0	0	1	1	0	0	1	hsa-miR-199b-5p	0.0603	0.3848	1.4928	-0.45	-0.45	0.49	NULL
C1QL3	ENST00000298943.3	complement component 1, q subcomponent-like 3 	77	0	0	0	0	1	1	0	0	1	hsa-miR-199a-5p	0.0204	0.1386	0.6562	-0.45	-0.46	0.15	NULL
CD83	ENST00000379153.3	CD83 molecule 	414	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0246	0.1572	0.5795	-0.45	-0.45	< 0.1	NULL
C12orf79	ENST00000549802.1	chromosome 12 open reading frame 79 	5	0	0	0	0	2	0	2	0	0	hsa-miR-199a-5p	0.0168	0.1161	0.5928	-0.45	-0.45	0.11	NULL
BEND7	ENST00000396898.2	BEN domain containing 7 	68	0	0	0	0	1	1	0	0	0	hsa-miR-199b-5p	0.0166	0.1112	0.4884	-0.45	-0.45	< 0.1	NULL
FGF11	ENST00000293829.4	fibroblast growth factor 11 	10	0	0	0	0	2	1	0	1	0	hsa-miR-199a-5p	0.0120	0.0848	0.4832	-0.45	-0.45	< 0.1	NULL
PIGG	ENST00000296306.7	phosphatidylinositol glycan anchor biosynthesis, class G 	487	0	0	0	0	2	1	0	1	1	hsa-miR-199b-5p	0.0349	0.2115	0.6780	-0.45	-0.59	0.16	NULL
SLC10A4	ENST00000273861.4	solute carrier family 10, member 4 	91	0	0	0	0	1	0	1	0	1	hsa-miR-199b-5p	0.0183	0.1234	0.5697	-0.44	-0.44	< 0.1	NULL
LYSMD3	ENST00000509384.1	LysM, putative peptidoglycan-binding, domain containing 3 	92	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0672	0.3415	0.7629	-0.44	-0.47	0.68	2009, 2011
MBP	ENST00000397863.1	myelin basic protein 	96	0	0	0	0	3	0	2	1	0	hsa-miR-199a-5p	0.0262	0.1831	0.9821	-0.44	-0.44	< 0.1	NULL
MCIDAS	ENST00000513312.1	multiciliate differentiation and DNA synthesis associated cell cycle protein 	45	0	0	0	0	1	1	0	0	0	hsa-miR-199b-5p	0.0320	0.1987	0.6968	-0.44	-0.44	< 0.1	NULL
SNAI1	ENST00000244050.2	snail family zinc finger 1 	486	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0435	0.2557	0.7815	-0.44	-0.44	0.87	2009, 2011
DPP8	ENST00000341861.5	dipeptidyl-peptidase 8 	1293	2	1	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0251	0.1720	0.8522	-0.44	-0.56	0.66	2011
ZNF284	ENST00000421176.3	zinc finger protein 284 	42	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0153	0.1087	0.6292	-0.44	-0.45	0.15	NULL
NTNG1	ENST00000370067.1	netrin G1 	5	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0529	0.2968	0.8242	-0.44	-0.44	0.75	2005, 2007, 2009, 2011
GBGT1	ENST00000372043.3	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 	41	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0135	0.0916	0.4300	-0.44	-0.44	< 0.1	NULL
CRCT1	ENST00000368790.3	cysteine-rich C-terminal 1 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0017	0.0127	0.0871	-0.44	-0.44	< 0.1	NULL
AP1G1	ENST00000299980.4	adaptor-related protein complex 1, gamma 1 subunit 	436	2	1	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0416	0.2667	1.0923	-0.44	-0.44	0.71	2003, 2005, 2007, 2009, 2011
CENPI	ENST00000372927.1	centromere protein I 	379	0	0	0	0	1	1	0	0	1	hsa-miR-199b-5p	0.0120	0.0822	0.4010	-0.44	-0.45	< 0.1	NULL
JKAMP	ENST00000261247.9	JNK1/MAPK8-associated membrane protein 	102	0	0	0	0	1	1	0	0	1	hsa-miR-199a-5p	0.0266	0.1705	0.6565	-0.43	-0.46	< 0.1	NULL
GPRC5A	ENST00000014914.5	G protein-coupled receptor, family C, group 5, member A 	341	1	1	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0625	0.3314	0.8033	-0.43	-0.50	0.90	2007, 2009, 2011
HSPA5	ENST00000324460.6	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) 	2715	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0337	0.2113	0.7762	-0.43	-0.45	> 0.99	2005, 2007, 2009, 2011
CACNB2	ENST00000396576.2	calcium channel, voltage-dependent, beta 2 subunit 	52	1	0	0	1	1	0	0	1	0	hsa-miR-199a-5p	0.0255	0.1759	0.8955	-0.43	-0.43	0.62	2005, 2007, 2009, 2011
CTU2	ENST00000312060.5	cytosolic thiouridylase subunit 2 homolog (S. pombe) 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0068	0.0479	0.2725	-0.43	-0.43	< 0.1	NULL
ZFAND4	ENST00000344646.5	zinc finger, AN1-type domain 4 	74	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0261	0.1693	0.6909	-0.43	-0.46	< 0.1	NULL
RND1	ENST00000309739.5	Rho family GTPase 1 	117	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0058	0.0411	0.2407	-0.43	-0.43	0.14	2009, 2011
TVP23C-CDRT4	ENST00000522212.2	TVP23C-CDRT4 readthrough 	109	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0209	0.1389	0.6006	-0.43	-0.43	< 0.1	NULL
C1orf173	ENST00000326665.5	chromosome 1 open reading frame 173 	5	0	0	0	0	2	1	0	1	0	hsa-miR-199b-5p	0.0250	0.1758	0.9684	-0.43	-0.43	< 0.1	NULL
PPP1R9A	ENST00000289495.5	protein phosphatase 1, regulatory subunit 9A 	46	1	1	0	0	2	1	1	0	0	hsa-miR-199a-5p	0.0474	0.3168	1.4911	-0.43	-0.55	0.78	2007, 2009, 2011
NKAIN3	ENST00000523211.1	Na+/K+ transporting ATPase interacting 3 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199b-5p	0.0238	0.1568	0.6681	-0.42	-0.42	< 0.1	NULL
POTEE	ENST00000358087.5	POTE ankyrin domain family, member E 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0268	0.1788	0.8146	-0.42	-0.42	< 0.1	NULL
MYEF2	ENST00000324324.7	myelin expression factor 2 	358	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0672	0.3484	0.8154	-0.42	-0.43	0.84	2005, 2007, 2011
MCTP1	ENST00000515393.1	multiple C2 domains, transmembrane 1 	81	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0395	0.2488	0.9694	-0.42	-0.42	< 0.1	NULL
IL36B	ENST00000259213.4	interleukin 36, beta 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199b-5p	0.0271	0.1709	0.6037	-0.42	-0.42	< 0.1	NULL
DCAF8L1	ENST00000441525.1	DDB1 and CUL4 associated factor 8-like 1 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0138	0.0947	0.4658	-0.42	-0.42	< 0.1	NULL
CYB561	ENST00000584031.1	cytochrome b561 	10	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0221	0.1463	0.6368	-0.42	-0.42	< 0.1	NULL
CCDC120	ENST00000376396.3	coiled-coil domain containing 120 	170	2	1	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0283	0.1821	0.7237	-0.42	-0.42	0.91	2007, 2009, 2011
CYP7B1	ENST00000310193.3	cytochrome P450, family 7, subfamily B, polypeptide 1 	53	0	0	0	0	2	2	0	0	0	hsa-miR-199b-5p	0.0527	0.3277	1.1668	-0.42	-0.43	0.12	NULL
FZD4	ENST00000531380.1	frizzled family receptor 4 	5	1	1	0	0	3	1	0	2	0	hsa-miR-199a-5p	0.1061	0.5191	1.3756	-0.42	-0.42	0.93	2005, 2007, 2009, 2011
DNAH7	ENST00000409063.1	dynein, axonemal, heavy chain 7 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0101	0.0726	0.4386	-0.42	-0.42	< 0.1	NULL
SRRM1	ENST00000323848.9	serine/arginine repetitive matrix 1 	7	1	1	0	0	0	0	0	0	0	hsa-miR-199b-5p	0.0279	0.1758	0.6342	-0.42	-0.42	0.86	2009, 2011
DTNBP1	ENST00000344537.5	dystrobrevin binding protein 1 	258	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0056	0.0403	0.2509	-0.42	-0.42	< 0.1	NULL
ZNF81	ENST00000338637.7	zinc finger protein 81 	10	0	0	0	0	1	0	1	0	2	hsa-miR-199a-5p	0.0118	0.0862	0.5898	-0.41	-0.41	0.14	NULL
MACC1	ENST00000400331.5	metastasis associated in colon cancer 1 	5	0	0	0	0	2	0	0	2	0	hsa-miR-199b-5p	0.0344	0.2458	1.4683	-0.41	-0.41	< 0.1	NULL
ZNF470	ENST00000330619.8	zinc finger protein 470 	12	0	0	0	0	2	0	1	1	0	hsa-miR-199a-5p	0.0294	0.2107	1.2950	-0.41	-0.41	< 0.1	NULL
PPARGC1A	ENST00000264867.2	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha 	19	1	1	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0680	0.3614	0.9361	-0.41	-0.44	0.68	2005, 2007, 2009, 2011
CLTC	ENST00000269122.3	clathrin, heavy chain (Hc) 	10702	1	1	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0321	0.2155	0.9961	-0.41	-0.41	0.22	2009, 2011
TNK1	ENST00000570896.1	tyrosine kinase, non-receptor, 1 	51	0	0	0	0	2	2	0	0	1	hsa-miR-199a-5p	0.0090	0.0646	0.3961	-0.41	-0.41	< 0.1	NULL
CXorf48	ENST00000344129.2	chromosome X open reading frame 48 	5	0	0	0	0	2	0	1	1	1	hsa-miR-199a-5p	0.0091	0.0655	0.4125	-0.41	-0.41	< 0.1	NULL
CDKN2AIP	ENST00000302350.4	CDKN2A interacting protein 	2313	1	1	0	0	0	0	0	0	1	hsa-miR-199a-5p	0.0223	0.1457	0.5877	-0.41	-0.41	< 0.1	NULL
CSGALNACT1	ENST00000454498.2	chondroitin sulfate N-acetylgalactosaminyltransferase 1 	77	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0421	0.2472	0.7391	-0.41	-0.41	0.62	2009, 2011
CD22	ENST00000544992.2	CD22 molecule 	13	0	0	0	0	2	1	1	0	2	hsa-miR-199a-5p	0.0235	0.1592	0.7532	-0.41	-0.46	< 0.1	NULL
EVX2	ENST00000308618.4	even-skipped homeobox 2 	9	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0464	0.2653	0.7422	-0.41	-0.41	0.84	NULL
WNT2	ENST00000265441.3	wingless-type MMTV integration site family member 2 	5	1	1	0	0	0	0	0	0	0	hsa-miR-199b-5p	0.0140	0.0954	0.4513	-0.41	-0.41	0.59	2009, 2011
CCSAP	ENST00000366687.1	centriole, cilia and spindle-associated protein 	1210	0	0	0	0	2	0	1	1	1	hsa-miR-199b-5p	0.0340	0.2199	0.9044	-0.41	-0.43	0.18	NULL
MICAL3	ENST00000441493.2	microtubule associated monooxygenase, calponin and LIM domain containing 3 	58	2	2	0	0	0	0	0	0	2	hsa-miR-199a-5p	0.1006	0.5521	1.6759	-0.41	-0.41	> 0.99	2009, 2011
CYP51A1	ENST00000003100.8	cytochrome P450, family 51, subfamily A, polypeptide 1 	6	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0330	0.2015	0.6510	-0.41	-0.41	< 0.1	NULL
BAAT	ENST00000259407.2	bile acid CoA: amino acid N-acyltransferase (glycine N-choloyltransferase) 	5	1	0	1	0	1	0	1	0	0	hsa-miR-199a-5p	0.0214	0.1505	0.8282	-0.41	-0.41	0.43	2005, 2007, 2009
IL23R	ENST00000371002.1	interleukin 23 receptor 	5	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0189	0.1252	0.5341	-0.41	-0.41	< 0.1	NULL
ZNF582	ENST00000301310.4	zinc finger protein 582 	57	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0175	0.1195	0.5756	-0.40	-0.40	< 0.1	NULL
GABRE	ENST00000370325.1	gamma-aminobutyric acid (GABA) A receptor, epsilon 	6	0	0	0	0	3	0	1	2	0	hsa-miR-199b-5p	0.0146	0.1042	0.6129	-0.40	-0.40	0.26	NULL
GRIP1	ENST00000398016.3	glutamate receptor interacting protein 1 	28	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0216	0.1460	0.6938	-0.40	-0.40	0.21	NULL
KLHL32	ENST00000369261.4	kelch-like family member 32 	11	0	0	0	0	1	1	0	0	0	hsa-miR-199b-5p	0.0423	0.2591	0.9098	-0.40	-0.40	< 0.1	NULL
IPO8	ENST00000256079.4	importin 8 	228	1	1	0	0	1	0	0	1	1	hsa-miR-199b-5p	0.0218	0.1517	0.8147	-0.40	-0.41	0.36	2009, 2011
MLNR	ENST00000398307.1	motilin receptor 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0058	0.0411	0.2438	-0.40	-0.40	< 0.1	NULL
FAM105A	ENST00000274217.3	family with sequence similarity 105, member A 	2613	0	0	0	0	2	2	0	0	0	hsa-miR-199a-5p	0.0193	0.1276	0.5390	-0.40	-0.59	0.11	NULL
UBE2D4	ENST00000222402.3	ubiquitin-conjugating enzyme E2D 4 (putative) 	20	0	0	0	0	1	1	0	0	2	hsa-miR-199a-5p	0.0202	0.1366	0.6386	-0.40	-0.43	< 0.1	NULL
ABCC1	ENST00000399408.2	ATP-binding cassette, sub-family C (CFTR/MRP), member 1 	441	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0473	0.2719	0.8092	-0.40	-0.42	0.93	2009, 2011
SACS	ENST00000402364.1	spastic ataxia of Charlevoix-Saguenay (sacsin) 	450	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0433	0.2639	0.9375	-0.40	-0.40	0.45	2005, 2007, 2009, 2011
AC023632.1	ENST00000391679.1	HCG2009141; PRO2397; Uncharacterized protein  	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0057	0.0405	0.2378	-0.40	-0.40	< 0.1	NULL
ZNF587	ENST00000339656.5	zinc finger protein 587 	52	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0178	0.1298	0.8872	-0.40	-0.52	< 0.1	NULL
JUNB	ENST00000302754.4	jun B proto-oncogene 	1055	1	1	0	0	0	0	0	0	1	hsa-miR-199b-5p	0.0124	0.0852	0.4189	-0.40	-0.40	0.68	2005, 2007, 2009, 2011
ETS1	ENST00000531611.1	v-ets avian erythroblastosis virus E26 oncogene homolog 1 	1423	1	1	0	0	0	0	0	0	1	hsa-miR-199a-5p	0.0807	0.3873	0.8056	-0.40	-0.42	0.92	2005, 2007, 2009, 2011
MUC21	ENST00000376296.3	mucin 21, cell surface associated 	5	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0216	0.1429	0.6092	-0.40	-0.40	0.23	NULL
RGS16	ENST00000367558.5	regulator of G-protein signaling 16 	7	0	0	0	0	2	1	1	0	2	hsa-miR-199b-5p	0.0237	0.1627	0.8249	-0.40	-0.51	< 0.1	NULL
CD274	ENST00000381573.4	CD274 molecule 	351	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0331	0.2004	0.6375	-0.40	-0.42	< 0.1	NULL
CARHSP1	ENST00000396593.2	calcium regulated heat stable protein 1, 24kDa 	113	0	0	0	0	1	1	0	0	1	hsa-miR-199a-5p	0.0140	0.0952	0.4437	-0.40	-0.40	< 0.1	NULL
ZNF417	ENST00000312026.5	zinc finger protein 417 	19	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0199	0.1454	0.9896	-0.39	-0.90	< 0.1	NULL
RAD21L1	ENST00000409241.1	RAD21-like 1 (S. pombe) 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0127	0.0875	0.4330	-0.39	-0.39	< 0.1	NULL
DGCR6	ENST00000608842.1	DiGeorge syndrome critical region gene 6 	5	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0109	0.0755	0.3768	-0.39	-0.39	< 0.1	NULL
