Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
BAAT	ENST00000259407.2	bile acid CoA: amino acid N-acyltransferase (glycine N-choloyltransferase) 	5	1	1	0	0	1	hsa-miR-103a-2-5p				-0.37	-0.37	N/A
POSTN	ENST00000541179.1	periostin, osteoblast specific factor 	43	1	1	0	0	0	hsa-miR-103a-2-5p				-0.37	-0.37	N/A
VAV3	ENST00000370056.4	vav 3 guanine nucleotide exchange factor 	1128	4	2	1	1	2	hsa-miR-103a-2-5p				-0.37	-0.38	N/A
FAM174A	ENST00000312637.4	family with sequence similarity 174, member A 	246	2	0	2	0	0	hsa-miR-103a-2-5p				-0.37	-0.38	N/A
NDFIP1	ENST00000253814.4	Nedd4 family interacting protein 1 	2478	1	1	0	0	0	hsa-miR-103a-2-5p				-0.37	-0.37	N/A
PGF	ENST00000555567.1	placental growth factor 	1745	1	1	0	0	1	hsa-miR-103a-2-5p				-0.37	-0.37	N/A
FAM53A	ENST00000489363.1	family with sequence similarity 53, member A 	50	1	1	0	0	0	hsa-miR-103a-2-5p				-0.37	-0.37	N/A
SPR	ENST00000234454.5	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) 	554	2	0	1	1	0	hsa-miR-103a-2-5p				-0.37	-0.37	N/A
ATP6V0D1	ENST00000290949.3	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1 	4359	1	1	0	0	0	hsa-miR-103a-2-5p				-0.37	-0.37	N/A
ABCG2	ENST00000515655.1	ATP-binding cassette, sub-family G (WHITE), member 2 	20	1	1	0	0	0	hsa-miR-103a-2-5p				-0.37	-0.37	N/A
ARL13B	ENST00000535334.1	ADP-ribosylation factor-like 13B 	23	1	1	0	0	1	hsa-miR-103a-2-5p				-0.37	-0.37	N/A
TM6SF1	ENST00000379390.6	transmembrane 6 superfamily member 1 	211	1	1	0	0	0	hsa-miR-103a-2-5p				-0.37	-0.37	N/A
AC002472.13	ENST00000543388.1	Leucine-rich repeat-containing protein LOC400891  	5	2	1	1	0	1	hsa-miR-103a-2-5p				-0.37	-0.37	N/A
PLCD3	ENST00000322765.5	phospholipase C, delta 3 	84	1	1	0	0	0	hsa-miR-103a-2-5p				-0.37	-0.40	N/A
LYRM2	ENST00000520318.1	LYR motif containing 2 	305	3	0	2	1	1	hsa-miR-103a-2-5p				-0.37	-0.37	N/A
MSRB3	ENST00000308259.5	methionine sulfoxide reductase B3 	83	3	1	1	1	2	hsa-miR-103a-2-5p				-0.36	-0.44	N/A
AGPAT4	ENST00000366911.5	1-acylglycerol-3-phosphate O-acyltransferase 4 	142	2	1	0	1	2	hsa-miR-103a-2-5p				-0.36	-0.39	N/A
HAUS7	ENST00000421080.2	HAUS augmin-like complex, subunit 7 	571	1	1	0	0	1	hsa-miR-103a-2-5p				-0.36	-0.36	N/A
DAO	ENST00000228476.3	D-amino-acid oxidase 	26	1	1	0	0	0	hsa-miR-103a-2-5p				-0.36	-0.36	N/A
MCL1	ENST00000369026.2	myeloid cell leukemia sequence 1 (BCL2-related) 	374	2	1	0	1	0	hsa-miR-103a-2-5p				-0.36	-0.38	N/A
AL592284.1	ENST00000538264.1	Protein LOC642441  	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.36	-0.36	N/A
LIN7A	ENST00000552864.1	lin-7 homolog A (C. elegans) 	86	4	1	1	2	1	hsa-miR-103a-2-5p				-0.36	-0.64	N/A
RBAK	ENST00000396912.1	RB-associated KRAB zinc finger 	99	3	1	1	1	0	hsa-miR-103a-2-5p				-0.36	-0.43	N/A
DSCR4	ENST00000398948.1	Down syndrome critical region gene 4 	5	2	0	0	2	0	hsa-miR-103a-2-5p				-0.36	-0.36	N/A
PQLC3	ENST00000402361.1	PQ loop repeat containing 3 	26	2	0	2	0	0	hsa-miR-103a-2-5p				-0.36	-0.38	N/A
PRKX	ENST00000262848.5	protein kinase, X-linked 	12	2	1	0	1	1	hsa-miR-103a-2-5p				-0.36	-0.36	N/A
STRIP1	ENST00000369795.3	striatin interacting protein 1 	114	1	1	0	0	1	hsa-miR-103a-2-5p				-0.36	-0.36	N/A
CLNK	ENST00000226951.6	cytokine-dependent hematopoietic cell linker 	5	2	0	1	1	1	hsa-miR-103a-2-5p				-0.36	-0.36	N/A
MRPL27	ENST00000442592.3	mitochondrial ribosomal protein L27 	503	1	1	0	0	0	hsa-miR-103a-2-5p				-0.36	-0.36	N/A
KIF15	ENST00000326047.4	kinesin family member 15 	554	1	1	0	0	0	hsa-miR-103a-2-5p				-0.36	-0.37	N/A
SLC22A15	ENST00000369503.4	solute carrier family 22, member 15 	25	4*	1	0	2	1	hsa-miR-103a-2-5p				-0.36	-0.63	N/A
WNT2B	ENST00000369686.5	wingless-type MMTV integration site family, member 2B 	5	5	1	1	3	3	hsa-miR-103a-2-5p				-0.36	-0.36	N/A
RFPL3S	ENST00000382086.2	RFPL3 antisense 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.35	-0.35	N/A
TLDC2	ENST00000217320.3	TBC/LysM-associated domain containing 2 	5	2	1	1	0	0	hsa-miR-103a-2-5p				-0.35	-0.35	N/A
ABCC9	ENST00000261200.4	ATP-binding cassette, sub-family C (CFTR/MRP), member 9 	5	1	1	0	0	1	hsa-miR-103a-2-5p				-0.35	-0.35	N/A
C1orf172	ENST00000320567.5	chromosome 1 open reading frame 172 	190	2	0	1	1	0	hsa-miR-103a-2-5p				-0.35	-0.35	N/A
NME6	ENST00000450160.1	NME/NM23 nucleoside diphosphate kinase 6 	511	3	0	3	0	0	hsa-miR-103a-2-5p				-0.35	-0.39	N/A
CALCOCO2	ENST00000258947.3	calcium binding and coiled-coil domain 2 	1160	1	1	0	0	0	hsa-miR-103a-2-5p				-0.35	-0.39	N/A
GPATCH4	ENST00000368232.4	G patch domain containing 4 	715	1	0	1	0	1	hsa-miR-103a-2-5p				-0.35	-0.35	N/A
TMEM71	ENST00000356838.3	transmembrane protein 71 	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.35	-0.35	N/A
GPR26	ENST00000284674.1	G protein-coupled receptor 26 	5	6	1	4	1	3	hsa-miR-103a-2-5p				-0.35	-0.49	N/A
CC2D2B	ENST00000371198.2	coiled-coil and C2 domain containing 2B 	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.35	-0.35	N/A
HCFC2	ENST00000229330.4	host cell factor C2 	46	1	1	0	0	0	hsa-miR-103a-2-5p				-0.35	-0.35	N/A
DEDD	ENST00000368006.3	death effector domain containing 	239	1	1	0	0	0	hsa-miR-103a-2-5p				-0.35	-0.36	N/A
NABP1	ENST00000410026.2	nucleic acid binding protein 1 	938	2	1	0	1	2	hsa-miR-103a-2-5p				-0.35	-0.61	N/A
EPS8	ENST00000543523.1	epidermal growth factor receptor pathway substrate 8 	2643	2	1	1	0	3	hsa-miR-103a-2-5p				-0.35	-0.36	N/A
TNFRSF9	ENST00000377507.3	tumor necrosis factor receptor superfamily, member 9 	16	1	1	0	0	1	hsa-miR-103a-2-5p				-0.35	-0.36	N/A
BARD1	ENST00000260947.4	BRCA1 associated RING domain 1 	162	2	2	0	0	1	hsa-miR-103a-2-5p				-0.35	-0.36	N/A
CDHR3	ENST00000343407.5	cadherin-related family member 3 	9	2	2	0	0	0	hsa-miR-103a-2-5p				-0.35	-0.35	N/A
CACNA1E	ENST00000526775.1	calcium channel, voltage-dependent, R type, alpha 1E subunit 	5	1	0	0	1	2	hsa-miR-103a-2-5p				-0.35	-0.35	N/A
WISP3	ENST00000361714.1	WNT1 inducible signaling pathway protein 3 	5	1	1	0	0	1	hsa-miR-103a-2-5p				-0.35	-0.35	N/A
C2orf80	ENST00000341287.4	chromosome 2 open reading frame 80 	5	2	0	0	2	0	hsa-miR-103a-2-5p				-0.35	-0.35	N/A
GATAD2A	ENST00000360315.3	GATA zinc finger domain containing 2A 	986	1	0	0	1	2	hsa-miR-103a-2-5p				-0.35	-0.35	N/A
MTFP1	ENST00000266263.5	mitochondrial fission process 1 	2373	1	1	0	0	1	hsa-miR-103a-2-5p				-0.34	-0.34	N/A
LRRC17	ENST00000249377.4	leucine rich repeat containing 17 	144	1	1	0	0	0	hsa-miR-103a-2-5p				-0.34	-0.34	N/A
KIF3A	ENST00000378746.4	kinesin family member 3A 	33	2	1	1	0	0	hsa-miR-103a-2-5p				-0.34	-0.34	N/A
TMPRSS11F	ENST00000356291.2	transmembrane protease, serine 11F 	5	3	0	2	1	0	hsa-miR-103a-2-5p				-0.34	-0.34	N/A
C5orf55	ENST00000408966.2	chromosome 5 open reading frame 55 	195	3*	1	0	1	1	hsa-miR-103a-2-5p				-0.34	-0.39	N/A
FAM81B	ENST00000283357.5	family with sequence similarity 81, member B 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.34	-0.34	N/A
RGSL1	ENST00000294854.8	regulator of G-protein signaling like 1 	5	1	1	0	0	1	hsa-miR-103a-2-5p				-0.34	-0.34	N/A
ZMAT3	ENST00000311417.2	zinc finger, matrin-type 3 	459	3	1	1	1	0	hsa-miR-103a-2-5p				-0.34	-0.36	N/A
ZNF804B	ENST00000333190.4	zinc finger protein 804B 	0	2	1	0	1	1	hsa-miR-103a-2-5p				-0.34	-0.34	N/A
COMMD3-BMI1	ENST00000602390.1	COMMD3-BMI1 readthrough 	195	2	1	0	1	1	hsa-miR-103a-2-5p				-0.34	-0.36	N/A
UBASH3B	ENST00000284273.5	ubiquitin associated and SH3 domain containing B 	281	1	1	0	0	1	hsa-miR-103a-2-5p				-0.34	-0.40	N/A
LDLRAD2	ENST00000344642.2	low density lipoprotein receptor class A domain containing 2 	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.34	-0.34	N/A
EOGT	ENST00000383701.3	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase 	302	2	1	1	0	0	hsa-miR-103a-2-5p				-0.34	-0.36	N/A
ASF1B	ENST00000263382.3	anti-silencing function 1B histone chaperone 	300	1	1	0	0	0	hsa-miR-103a-2-5p				-0.34	-0.34	N/A
DDX26B	ENST00000370752.4	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B 	289	2	1	1	0	0	hsa-miR-103a-2-5p				-0.34	-0.34	N/A
MYOZ2	ENST00000307128.5	myozenin 2 	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.34	-0.34	N/A
RPS15A	ENST00000576436.1	ribosomal protein S15a 	24	1	1	0	0	0	hsa-miR-103a-2-5p				-0.34	-0.34	N/A
RAP2A	ENST00000245304.4	RAP2A, member of RAS oncogene family 	721	3	1	1	1	2	hsa-miR-103a-2-5p				-0.33	-0.44	N/A
RAD54B	ENST00000297592.5	RAD54 homolog B (S. cerevisiae) 	36	2	0	1	1	2	hsa-miR-103a-2-5p				-0.33	-0.35	N/A
MICU3	ENST00000318063.5	mitochondrial calcium uptake family, member 3 	9	2	1	0	1	1	hsa-miR-103a-2-5p				-0.33	-0.33	N/A
CFTR	ENST00000454343.1	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7) 	5	1	1	0	0	1	hsa-miR-103a-2-5p				-0.33	-0.33	N/A
CYLC2	ENST00000374798.3	cylicin, basic protein of sperm head cytoskeleton 2 	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.33	-0.33	N/A
RBM33	ENST00000341148.3	RNA binding motif protein 33 	444	2	1	1	0	1	hsa-miR-103a-2-5p				-0.33	-0.43	N/A
ABHD10	ENST00000494817.1	abhydrolase domain containing 10 	929	2	0	1	1	0	hsa-miR-103a-2-5p				-0.33	-0.35	N/A
DEFB105B	ENST00000335510.6	defensin, beta 105B 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.33	-0.33	N/A
DEFB105A	ENST00000334773.6	defensin, beta 105A 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.33	-0.33	N/A
TMEM66	ENST00000256255.6	transmembrane protein 66 	310	1	1	0	0	0	hsa-miR-103a-2-5p				-0.33	-0.33	N/A
OR2F2	ENST00000408955.2	olfactory receptor, family 2, subfamily F, member 2 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.33	-0.33	N/A
COLEC11	ENST00000236693.7	collectin sub-family member 11 	41	1	1	0	0	0	hsa-miR-103a-2-5p				-0.33	-0.33	N/A
FAS	ENST00000352159.4	Fas cell surface death receptor 	378	2	0	2	0	0	hsa-miR-103a-2-5p				-0.33	-0.33	N/A
ZNF250	ENST00000292579.7	zinc finger protein 250 	67	1	1	0	0	2	hsa-miR-103a-2-5p				-0.33	-0.33	N/A
LONRF2	ENST00000393437.3	LON peptidase N-terminal domain and ring finger 2 	394	5	0	1	4	0	hsa-miR-103a-2-5p				-0.33	-0.34	N/A
MYOCD	ENST00000425538.1	myocardin 	62	1	1	0	0	3	hsa-miR-103a-2-5p				-0.33	-0.33	N/A
ACAP2	ENST00000326793.6	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 	253	3	0	2	1	0	hsa-miR-103a-2-5p				-0.33	-0.37	N/A
BMP7	ENST00000395863.3	bone morphogenetic protein 7 	83	1	1	0	0	2	hsa-miR-103a-2-5p				-0.33	-0.35	N/A
ARAF	ENST00000377045.4	v-raf murine sarcoma 3611 viral oncogene homolog 	2205	1	1	0	0	0	hsa-miR-103a-2-5p				-0.33	-0.33	N/A
ZNF512	ENST00000355467.4	zinc finger protein 512 	189	2	0	1	1	0	hsa-miR-103a-2-5p				-0.33	-0.33	N/A
AC102948.2	ENST00000412360.1	Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.33	-0.33	N/A
CLVS2	ENST00000275162.5	clavesin 2 	19	3	1	2	0	1	hsa-miR-103a-2-5p				-0.32	-0.52	N/A
CD46	ENST00000358170.2	CD46 molecule, complement regulatory protein 	5846	2	1	1	0	1	hsa-miR-103a-2-5p				-0.32	-0.33	N/A
ZNF256	ENST00000598928.1	zinc finger protein 256 	18	2	0	0	2	0	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
AK4	ENST00000545314.1	adenylate kinase 4 	116	2	0	1	1	2	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
IFI44L	ENST00000370751.5	interferon-induced protein 44-like 	11	2	1	0	1	1	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
GSG1	ENST00000396302.3	germ cell associated 1 	5	1	1	0	0	1	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
AL033381.1	ENST00000314040.1	Uncharacterized protein; cDNA FLJ34594 fis, clone KIDNE2009109  	5	3	1	1	1	2	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
PTGDR	ENST00000553372.1	prostaglandin D2 receptor (DP) 	5	2	2	0	0	0	hsa-miR-103a-2-5p				-0.32	-0.59	N/A
ETS1	ENST00000531611.1	v-ets avian erythroblastosis virus E26 oncogene homolog 1 	1423	2	1	0	1	1	hsa-miR-103a-2-5p				-0.32	-0.34	N/A
DKFZP434H0512	ENST00000600140.1	Protein LOC100506667; Putative uncharacterized protein DKFZp434H0512  	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
CMPK1	ENST00000371873.5	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic 	4366	1	1	0	0	0	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
ZMYND11	ENST00000381591.1	zinc finger, MYND-type containing 11 	43	2	1	1	0	1	hsa-miR-103a-2-5p				-0.32	-0.44	N/A
TACR2	ENST00000373307.1	tachykinin receptor 2 	5	2	1	1	0	1	hsa-miR-103a-2-5p				-0.32	-0.38	N/A
CTXN2	ENST00000417307.2	cortexin 2 	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
MBNL2	ENST00000345429.6	muscleblind-like splicing regulator 2 	34	2	1	1	0	0	hsa-miR-103a-2-5p				-0.32	-0.59	N/A
PVRL1	ENST00000264025.3	poliovirus receptor-related 1 (herpesvirus entry mediator C) 	50	1	1	0	0	4	hsa-miR-103a-2-5p				-0.32	-0.35	N/A
ZNF394	ENST00000426306.2	zinc finger protein 394 	77	3	1	2	0	2	hsa-miR-103a-2-5p				-0.32	-0.52	N/A
CTB-186H2.3	ENST00000591669.1	Uncharacterized protein  	5	2	0	1	1	1	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
GNLY	ENST00000263863.4	granulysin 	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
RNMTL1	ENST00000304478.4	RNA methyltransferase like 1 	1736	1	1	0	0	0	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
C20orf194	ENST00000453730.2	chromosome 20 open reading frame 194 	1083	5	2	2	1	1	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
APOL6	ENST00000409652.4	apolipoprotein L, 6 	5	3	1	2	0	3	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
GPR180	ENST00000376958.4	G protein-coupled receptor 180 	161	5	1	0	4	1	hsa-miR-103a-2-5p				-0.32	-0.54	N/A
HNF4G	ENST00000396423.2	hepatocyte nuclear factor 4, gamma 	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
FAM153A	ENST00000440605.3	family with sequence similarity 153, member A 	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
TMEM154	ENST00000304385.3	transmembrane protein 154 	5	2	1	0	1	0	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
EZH1	ENST00000428826.2	enhancer of zeste homolog 1 (Drosophila) 	70	3	2	1	0	0	hsa-miR-103a-2-5p				-0.32	-0.32	N/A
IL1A	ENST00000263339.3	interleukin 1, alpha 	5	2	0	2	0	0	hsa-miR-103a-2-5p				-0.31	-0.31	N/A
FLYWCH2	ENST00000396958.3	FLYWCH family member 2 	720	1	0	1	0	0	hsa-miR-103a-2-5p				-0.31	-0.33	N/A
C20orf195	ENST00000370098.3	chromosome 20 open reading frame 195 	11	1	1	0	0	0	hsa-miR-103a-2-5p				-0.31	-0.79	N/A
PLCD4	ENST00000450993.2	phospholipase C, delta 4 	11	1	1	0	0	0	hsa-miR-103a-2-5p				-0.31	-0.31	N/A
TBC1D31	ENST00000378080.2	TBC1 domain family, member 31 	696	2	0	1	1	0	hsa-miR-103a-2-5p				-0.31	-0.31	N/A
ZNF638	ENST00000355812.3	zinc finger protein 638 	15	3	0	1	2	0	hsa-miR-103a-2-5p				-0.31	-0.36	N/A
TTC23L	ENST00000505624.1	tetratricopeptide repeat domain 23-like 	5	1	0	0	1	1	hsa-miR-103a-2-5p				-0.31	-0.31	N/A
MB21D1	ENST00000370315.3	Mab-21 domain containing 1 	241	1	1	0	0	0	hsa-miR-103a-2-5p				-0.31	-0.31	N/A
AC073610.5	ENST00000537495.1	Uncharacterized protein  	11	1	0	1	0	0	hsa-miR-103a-2-5p				-0.31	-0.34	N/A
PEPD	ENST00000244137.7	peptidase D 	725	1	1	0	0	0	hsa-miR-103a-2-5p				-0.31	-0.39	N/A
HHAT	ENST00000413764.2	hedgehog acyltransferase 	583	2	1	0	1	0	hsa-miR-103a-2-5p				-0.31	-0.31	N/A
KLHDC1	ENST00000359332.2	kelch domain containing 1 	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.31	-0.31	N/A
SLC46A2	ENST00000374228.4	solute carrier family 46, member 2 	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.31	-0.31	N/A
ARHGEF12	ENST00000397843.2	Rho guanine nucleotide exchange factor (GEF) 12 	815	3	0	1	2	2	hsa-miR-103a-2-5p				-0.31	-0.36	N/A
C9orf41	ENST00000376834.3	chromosome 9 open reading frame 41 	248	1	1	0	0	1	hsa-miR-103a-2-5p				-0.31	-0.31	N/A
NMD3	ENST00000351193.2	NMD3 ribosome export adaptor 	717	1	1	0	0	0	hsa-miR-103a-2-5p				-0.31	-0.31	N/A
UBE2A	ENST00000371558.2	ubiquitin-conjugating enzyme E2A 	618	1	0	1	0	0	hsa-miR-103a-2-5p				-0.31	-0.31	N/A
FEZ2	ENST00000379245.4	fasciculation and elongation protein zeta 2 (zygin II) 	323	1	1	0	0	0	hsa-miR-103a-2-5p				-0.31	-0.33	N/A
SH3PXD2A	ENST00000369774.4	SH3 and PX domains 2A 	152	1	0	0	1	5	hsa-miR-103a-2-5p				-0.31	-0.33	N/A
ST6GALNAC3	ENST00000328299.3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 	41	1	0	0	1	3	hsa-miR-103a-2-5p				-0.31	-0.31	N/A
PVR	ENST00000425690.3	poliovirus receptor 	761	1	1	0	0	2	hsa-miR-103a-2-5p				-0.31	-0.31	N/A
POC1B-GALNT4	ENST00000547474.1	POC1B-GALNT4 readthrough 	275	1	0	1	0	0	hsa-miR-103a-2-5p				-0.31	-0.31	N/A
CYB5A	ENST00000299438.9	cytochrome b5 type A (microsomal) 	549	1	0	1	0	0	hsa-miR-103a-2-5p				-0.31	-0.31	N/A
LYSMD3	ENST00000509384.1	LysM, putative peptidoglycan-binding, domain containing 3 	92	1	1	0	0	0	hsa-miR-103a-2-5p				-0.31	-0.33	N/A
NXPE3	ENST00000422132.1	neurexophilin and PC-esterase domain family, member 3 	630	3	1	2	0	1	hsa-miR-103a-2-5p				-0.31	-0.35	N/A
RALA	ENST00000005257.2	v-ral simian leukemia viral oncogene homolog A (ras related) 	21	1	1	0	0	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
KMT2A	ENST00000534358.1	lysine (K)-specific methyltransferase 2A 	1092	3	0	1	2	0	hsa-miR-103a-2-5p				-0.30	-0.31	N/A
SLC4A8	ENST00000453097.2	solute carrier family 4, sodium bicarbonate cotransporter, member 8 	17	2	1	0	1	0	hsa-miR-103a-2-5p				-0.30	-0.33	N/A
KCNK2	ENST00000444842.2	potassium channel, subfamily K, member 2 	258	1	1	0	0	0	hsa-miR-103a-2-5p				-0.30	-0.37	N/A
ENTPD7	ENST00000370489.4	ectonucleoside triphosphate diphosphohydrolase 7 	136	1	0	1	0	4	hsa-miR-103a-2-5p				-0.30	-0.39	N/A
CHODL	ENST00000400128.1	chondrolectin 	26	3	0	1	2	0	hsa-miR-103a-2-5p				-0.30	-0.41	N/A
RP11-650K20.3	ENST00000551650.1	Uncharacterized protein  	5	1	0	0	1	1	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
TTPAL	ENST00000372906.2	tocopherol (alpha) transfer protein-like 	265	1	1	0	0	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
IL7R	ENST00000343305.4	interleukin 7 receptor 	293	2	1	0	1	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
CCND2	ENST00000261254.3	cyclin D2 	66	5	0	2	3	1	hsa-miR-103a-2-5p				-0.30	-0.35	N/A
DDTL	ENST00000215770.5	D-dopachrome tautomerase-like 	7	1	1	0	0	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
UFM1	ENST00000239878.4	ubiquitin-fold modifier 1 	1502	2	0	1	1	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
XAGE1B	ENST00000375613.3	X antigen family, member 1B 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
XAGE1C	ENST00000375588.1	X antigen family, member 1C 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
XAGE1A	ENST00000375600.1	X antigen family, member 1A 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
XAGE1E	ENST00000375567.3	X antigen family, member 1E 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
XAGE1D	ENST00000438079.1	X antigen family, member 1D 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
LGR5	ENST00000266674.5	leucine-rich repeat containing G protein-coupled receptor 5 	137	1	1	0	0	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
METTL7A	ENST00000332160.4	methyltransferase like 7A 	695	1	1	0	0	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
SRSF2	ENST00000392485.2	serine/arginine-rich splicing factor 2 	9241	1	1	0	0	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
YWHAH	ENST00000397492.1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide 	7321	1	1	0	0	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
FAM216B	ENST00000537894.1	family with sequence similarity 216, member B 	5	3	0	1	2	0	hsa-miR-103a-2-5p				-0.30	-0.39	N/A
KIAA1456	ENST00000524591.2	KIAA1456 	24	4	2	0	2	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
COA5	ENST00000328709.3	cytochrome c oxidase assembly factor 5 	72	1	0	1	0	0	hsa-miR-103a-2-5p				-0.30	-0.30	N/A
CSNK1A1L	ENST00000379800.3	casein kinase 1, alpha 1-like 	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.29	-0.29	N/A
DEFB132	ENST00000382376.3	defensin, beta 132 	5	2	0	0	2	0	hsa-miR-103a-2-5p				-0.29	-0.29	N/A
RWDD3	ENST00000263893.6	RWD domain containing 3 	61	1	0	1	0	1	hsa-miR-103a-2-5p				-0.29	-0.35	N/A
LRRTM3	ENST00000361320.4	leucine rich repeat transmembrane neuronal 3 	5	2	1	0	1	1	hsa-miR-103a-2-5p				-0.29	-0.45	N/A
TGFB2	ENST00000366930.4	transforming growth factor, beta 2 	157	1	1	0	0	1	hsa-miR-103a-2-5p				-0.29	-0.30	N/A
CYLD	ENST00000540145.1	cylindromatosis (turban tumor syndrome) 	696	1	1	0	0	0	hsa-miR-103a-2-5p				-0.29	-0.29	N/A
VPS37A	ENST00000324849.4	vacuolar protein sorting 37 homolog A (S. cerevisiae) 	339	2	1	0	1	1	hsa-miR-103a-2-5p				-0.29	-0.57	N/A
EPM2A	ENST00000367519.3	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin) 	197	1	1	0	0	1	hsa-miR-103a-2-5p				-0.29	-0.29	N/A
C16orf90	ENST00000437192.3	chromosome 16 open reading frame 90 	5	2	0	0	2	0	hsa-miR-103a-2-5p				-0.29	-0.29	N/A
TSPAN12	ENST00000222747.3	tetraspanin 12 	554	1	1	0	0	0	hsa-miR-103a-2-5p				-0.29	-0.30	N/A
PCNP	ENST00000296024.5	PEST proteolytic signal containing nuclear protein 	944	1	0	0	1	1	hsa-miR-103a-2-5p				-0.29	-0.30	N/A
PCDHB1	ENST00000306549.3	protocadherin beta 1 	0	1	0	0	1	0	hsa-miR-103a-2-5p				-0.29	-0.29	N/A
LILRA4	ENST00000291759.4	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 4 	5	1	1	0	0	0	hsa-miR-103a-2-5p				-0.29	-0.29	N/A
SON	ENST00000290239.6	SON DNA binding protein 	161	2	1	0	1	0	hsa-miR-103a-2-5p				-0.29	-0.44	N/A
CAPZA1	ENST00000263168.3	capping protein (actin filament) muscle Z-line, alpha 1 	1159	1	0	0	1	0	hsa-miR-103a-2-5p				-0.29	-0.29	N/A
OST4	ENST00000447619.1	oligosaccharyltransferase 4 homolog (S. cerevisiae) 	310	1	0	1	0	0	hsa-miR-103a-2-5p				-0.29	-0.31	N/A
HIST2H3A	ENST00000403683.1	histone cluster 2, H3a 	5	2	0	2	0	1	hsa-miR-103a-2-5p				-0.29	-0.29	N/A
RP11-661C8.3	ENST00000511936.1	Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.29	-0.29	N/A
